"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.739888968E1,2.392822644E-3,6.376872063E-1,9.815957069E0,9.836649017E0
3.740135094E1,4.785645287E-3,6.424728632E-1,9.880562782E0,9.901429956E0
3.740381218E1,-1.435693540E-2,5.874379873E-1,9.854242325E0,9.871746619E0
3.740627344E1,-2.901297435E-2,6.185446382E-1,9.897313118E0,9.916665073E0
3.740873468E1,-3.140579537E-2,6.137589812E-1,9.873384476E0,9.892492477E0
3.741119594E1,-1.914258115E-2,6.017948985E-1,9.909276962E0,9.927552239E0
3.741361646E1,-4.576273263E-2,6.329016089E-1,9.837491989E0,9.857936260E0
3.741607771E1,-5.533402413E-2,6.137589812E-1,9.875777245E0,9.894985504E0
3.741853896E1,-3.858426586E-2,5.898307562E-1,9.873384476E0,9.891062131E0
3.742100021E1,-2.153540403E-2,6.329016089E-1,9.911669731E0,9.931879232E0
3.742346146E1,-1.674975827E-2,6.400800347E-1,9.931111336E0,9.951731275E0
3.742592271E1,-7.178467698E-3,5.970092416E-1,9.902098656E0,9.920082124E0
3.742838396E1,-3.858426586E-2,6.017948985E-1,9.825528145E0,9.844015907E0
3.743084521E1,-3.858426586E-2,6.113662124E-1,9.882955551E0,9.901922430E0
3.743330646E1,-7.178467698E-3,5.970092416E-1,9.904491425E0,9.922470556E0
3.743576771E1,-1.196411345E-2,6.041877270E-1,9.899705887E0,9.918133020E0
3.743822896E1,2.392822644E-3,6.161518097E-1,9.906884193E0,9.926026556E0
3.744069021E1,-5.772684515E-2,5.970092416E-1,9.830313683E0,9.848594799E0
3.744314807E1,-1.435693540E-2,6.113662124E-1,9.887741089E0,9.906634071E0
3.744560932E1,-1.914258115E-2,6.209374666E-1,9.902098656E0,9.921566790E0
3.744807057E1,-3.619144112E-2,6.257231236E-1,9.875777245E0,9.895646287E0
3.745053182E1,-7.178467698E-3,6.161518097E-1,9.899705887E0,9.918864412E0
3.745299307E1,-2.392822690E-2,6.113662124E-1,9.878170013E0,9.897099778E0
3.745545432E1,-1.914258115E-2,6.329016089E-1,9.837491989E0,9.857848625E0
3.745791557E1,-7.178467698E-3,6.305087805E-1,9.894919395E0,9.914989798E0
3.746037682E1,-3.140579537E-2,6.209374666E-1,9.933504105E0,9.952941950E0
3.746283807E1,-4.097708687E-2,6.161518097E-1,9.894919395E0,9.914169255E0
3.746529932E1,-3.858426586E-2,6.185446382E-1,9.844670296E0,9.864158324E0
3.746776057E1,-3.619144112E-2,6.089733839E-1,9.894919395E0,9.913707089E0
3.747022182E1,-2.153540403E-2,5.826523304E-1,9.890133858E0,9.907305145E0
3.747268333E1,-2.901297435E-2,5.922235847E-1,9.882955551E0,9.900726284E0
3.747514458E1,-6.490531564E-2,5.635097623E-1,9.904491425E0,9.920721059E0
3.747760583E1,-1.914258115E-2,5.802595019E-1,9.904491425E0,9.921492726E0
3.748006708E1,1.914258115E-2,6.017948985E-1,9.911669731E0,9.929940604E0
3.748252833E1,-2.392822690E-2,6.329016089E-1,9.894919395E0,9.915168523E0
3.748498958E1,-5.054837838E-2,6.472585201E-1,9.847063065E0,9.868442113E0
3.748745083E1,-4.336991161E-2,6.281159520E-1,9.847063065E0,9.867170901E0
3.748991208E1,-3.379862010E-2,6.065805554E-1,9.887741089E0,9.906387139E0
3.749237333E1,-2.153540403E-2,6.017948985E-1,9.899705887E0,9.918003706E0
3.749483458E1,-7.178467698E-3,6.496513486E-1,9.873384476E0,9.894736955E0
3.749729583E1,-4.576273263E-2,5.874379873E-1,9.854242325E0,9.871842250E0
3.749975708E1,-2.392822690E-2,5.874379873E-1,9.863813400E0,9.881319282E0
3.750223922E1,-1.914258115E-2,6.762714982E-1,9.851848602E0,9.875050909E0
3.750470047E1,-3.858426586E-2,6.544370055E-1,9.868598938E0,9.890349920E0
3.750716172E1,-5.772684515E-2,5.946164131E-1,9.897313118E0,9.915326925E0
3.750962297E1,-3.140579537E-2,6.065805554E-1,9.880562782E0,9.899214473E0
3.751208422E1,-3.379862010E-2,6.257231236E-1,9.878170013E0,9.898025792E0
3.751454547E1,-5.772684515E-2,5.635097623E-1,9.921540260E0,9.937697760E0
3.751700672E1,-2.901297435E-2,6.089733839E-1,9.887741089E0,9.906518772E0
3.751946797E1,-3.619144112E-2,6.065805554E-1,9.902098656E0,9.920726162E0
3.752192922E1,-3.858426586E-2,6.137589812E-1,9.899705887E0,9.918788509E0
3.752439047E1,-3.140579537E-2,6.137589812E-1,9.882955551E0,9.902045084E0
3.752685172E1,1.196411345E-2,5.730810165E-1,9.904491425E0,9.921064226E0
3.752931297E1,8.614161611E-2,6.161518097E-1,9.839884758E0,9.859533228E0
3.753175734E1,1.172483116E-1,5.682953596E-1,9.799206734E0,9.816372008E0
3.753421859E1,1.172483116E-1,5.778666735E-1,9.849455833E0,9.867089605E0
3.753667984E1,-1.196411345E-2,6.424728632E-1,9.844670296E0,9.865619481E0
3.753914109E1,-5.054837838E-2,6.352944374E-1,9.866206169E0,9.886767841E0
3.754160234E1,-1.435693540E-2,6.113662124E-1,9.868598938E0,9.887528496E0
3.754406359E1,7.417750359E-2,5.778666735E-1,9.811170578E0,9.828453607E0
3.754652484E1,1.076770201E-1,6.185446382E-1,9.811170578E0,9.831238982E0
3.754898609E1,7.657032460E-2,5.802595019E-1,9.770493507E0,9.788008351E0
3.755144734E1,7.417750359E-2,5.898307562E-1,9.830313683E0,9.848272423E0
3.755390859E1,9.571290761E-2,5.754738450E-1,9.866206169E0,9.883438434E0
3.755636984E1,7.896314561E-2,5.970092416E-1,9.847063065E0,9.865460263E0
3.755883109E1,1.076770201E-1,5.922235847E-1,9.815957069E0,9.834395574E0
3.756129312E1,1.100698411E-1,5.994020700E-1,9.799206734E0,9.818138867E0
3.756375437E1,1.292124242E-1,6.281159520E-1,9.787242889E0,9.808228631E0
3.756621562E1,9.332008660E-2,5.994020700E-1,9.789635658E0,9.808412604E0
3.756867687E1,1.052841991E-1,5.970092416E-1,9.799206734E0,9.817940589E0
3.757113812E1,1.244267747E-1,5.946164131E-1,9.820742607E0,9.839514015E0
3.757359937E1,1.028913707E-1,6.017948985E-1,9.808777809E0,9.827759961E0
3.757606062E1,1.220339537E-1,6.137589812E-1,9.768099785E0,9.788123711E0
3.757852187E1,7.657032460E-2,5.874379873E-1,9.854242325E0,9.872033134E0
3.758098312E1,1.435693540E-2,6.185446382E-1,9.801599503E0,9.821107697E0
3.758344437E1,2.392822644E-3,6.257231236E-1,9.878170013E0,9.897968376E0
3.758590562E1,4.785645287E-3,6.089733839E-1,9.919147491E0,9.937824633E0
3.758836687E1,-2.901297435E-2,6.113662124E-1,9.854242325E0,9.873231598E0
3.759082271E1,7.178467698E-3,6.161518097E-1,9.839884758E0,9.859159530E0
3.759328396E1,-2.392822644E-3,6.329016089E-1,9.885348320E0,9.905588402E0
3.759574521E1,-1.435693540E-2,6.113662124E-1,9.887741089E0,9.906634071E0
3.759820646E1,7.178467698E-3,5.994020700E-1,9.873384476E0,9.891564860E0
3.760066771E1,4.785645287E-3,6.161518097E-1,9.827920914E0,9.847217650E0
3.760312896E1,-5.772684515E-2,6.065805554E-1,9.902098656E0,9.920828098E0
3.760559021E1,-1.674975827E-2,6.209374666E-1,9.911669731E0,9.931114779E0
3.760805146E1,-1.914258115E-2,6.161518097E-1,9.873384476E0,9.892609893E0
3.761051271E1,-9.571290575E-3,6.065805554E-1,9.911669731E0,9.930217945E0
3.761297396E1,-3.379862010E-2,6.089733839E-1,9.926325798E0,9.945045740E0
3.761543521E1,1.196411345E-2,6.089733839E-1,9.894919395E0,9.913648247E0
3.761789646E1,9.571290575E-3,6.233302951E-1,9.892526627E0,9.912149884E0
3.762035135E1,-2.632104978E-2,6.113662124E-1,9.906884193E0,9.925765253E0
3.762281260E1,-6.011966988E-2,6.329016089E-1,9.880562782E0,9.900994885E0
3.762527390E1,-2.901297435E-2,6.017948985E-1,9.849455833E0,9.867865983E0
3.762773510E1,-1.674975827E-2,5.850451589E-1,9.899705887E0,9.916992237E0
3.763019635E1,-2.392822690E-2,6.017948985E-1,9.842277527E0,9.860687429E0
3.763265760E1,-4.815555736E-2,6.305087805E-1,9.875777245E0,9.896001034E0
3.763511885E1,2.392822644E-3,6.281159520E-1,9.928718567E0,9.948567121E0
3.763758010E1,-4.785645287E-3,5.874379873E-1,9.873384476E0,9.890845631E0
3.764004135E1,-2.632104978E-2,6.329016089E-1,9.902098656E0,9.922339192E0
3.764250260E1,-3.619144112E-2,6.257231236E-1,9.870991707E0,9.890870362E0
3.764496385E1,-3.140579537E-2,5.946164131E-1,9.866206169E0,9.884157990E0
3.764742510E1,-1.196411345E-2,6.113662124E-1,9.892526627E0,9.911407309E0
3.764988192E1,-3.379862010E-2,5.802595019E-1,9.861420631E0,9.878535332E0
3.765234318E1,-4.336991161E-2,6.209374666E-1,9.911669731E0,9.931195353E0
3.765480442E1,-3.619144112E-2,6.113662124E-1,9.890133858E0,9.909077969E0
3.765726568E1,-5.054837838E-2,6.113662124E-1,9.863813400E0,9.882870968E0
3.765972692E1,-2.392822690E-2,6.113662124E-1,9.868598938E0,9.887547027E0
3.766218818E1,-0.000000000E0,6.017948985E-1,9.921540260E0,9.939774557E0
3.766464942E1,-1.435693540E-2,6.520441771E-1,9.914062500E0,9.935492086E0
3.766711068E1,4.785645287E-3,6.305087805E-1,9.873384476E0,9.893497118E0
3.766957192E1,1.196411345E-2,6.329016089E-1,9.904491425E0,9.924699389E0
3.767203318E1,2.153540403E-2,6.305087805E-1,9.882955551E0,9.903071015E0
3.767449442E1,7.178467698E-3,6.352944374E-1,9.887741089E0,9.908131731E0
3.767695568E1,-3.619144112E-2,5.898307562E-1,9.923933029E0,9.941511802E0
3.767941963E1,2.392822644E-3,5.850451589E-1,9.882955551E0,9.900257269E0
3.768188088E1,-1.435693540E-2,6.305087805E-1,9.870991707E0,9.891118477E0
3.768434213E1,-1.914258115E-2,6.185446382E-1,9.866206169E0,9.885594979E0
3.768680338E1,-2.901297435E-2,6.281159520E-1,9.904491425E0,9.924430552E0
3.768926463E1,-3.619144112E-2,6.376872063E-1,9.897313118E0,9.917901076E0
3.769172588E1,-0.000000000E0,6.305087805E-1,9.875777245E0,9.895883867E0
3.769418713E1,4.785645287E-3,6.041877270E-1,9.856635094E0,9.875136510E0
3.769664838E1,-3.379862010E-2,5.922235847E-1,9.830313683E0,9.848194668E0
3.769910963E1,-4.336991161E-2,5.922235847E-1,9.873384476E0,9.891224936E0
3.770157088E1,-1.674975827E-2,5.802595019E-1,9.882955551E0,9.899989498E0
3.770403213E1,-5.294119939E-2,5.994020700E-1,9.849455833E0,9.867819710E0
3.770649338E1,-5.772684515E-2,6.568298340E-1,9.859027863E0,9.881051979E0
3.770895036E1,-0.000000000E0,6.137589812E-1,9.902098656E0,9.921101646E0
3.771141161E1,-0.000000000E0,5.994020700E-1,9.890133858E0,9.908280909E0
3.771387286E1,-4.576273263E-2,6.233302951E-1,9.851848602E0,9.871654156E0
3.771633411E1,-0.000000000E0,6.352944374E-1,9.866206169E0,9.886638620E0
3.771879536E1,7.178467698E-3,6.065805554E-1,9.899705887E0,9.918274454E0
3.772125661E1,-3.858426586E-2,5.946164131E-1,9.885348320E0,9.903290808E0
3.772371786E1,1.674975827E-2,5.826523304E-1,9.854242325E0,9.871466765E0
3.772617911E1,-0.000000000E0,6.496513486E-1,9.873384476E0,9.894734351E0
3.772864036E1,-3.379862010E-2,5.994020700E-1,9.933504105E0,9.951629464E0
3.773110161E1,-5.054837838E-2,5.898307562E-1,9.899705887E0,9.917390388E0
3.773356286E1,-7.178467698E-3,5.946164131E-1,9.870991707E0,9.888887576E0
3.773602411E1,-3.858426586E-2,6.281159520E-1,9.856635094E0,9.876703588E0
3.773848172E1,-4.336991161E-2,6.089733839E-1,9.887741089E0,9.906571222E0
3.774094297E1,-4.785645287E-3,6.161518097E-1,9.892526627E0,9.911697585E0
3.774340422E1,-2.153540403E-2,5.922235847E-1,9.882955551E0,9.900707196E0
3.774586547E1,-3.619144112E-2,6.329016089E-1,9.904491425E0,9.924758166E0
3.774832672E1,-2.901297435E-2,5.970092416E-1,9.892526627E0,9.910567332E0
3.775078797E1,-1.674975827E-2,6.017948985E-1,9.887741089E0,9.906051761E0
3.775324922E1,-0.000000000E0,6.568298340E-1,9.861420631E0,9.883270830E0
3.775571047E1,-4.785645287E-3,6.185446382E-1,9.906884193E0,9.926176242E0
3.775817172E1,-5.054837838E-2,6.065805554E-1,9.830313683E0,9.849140176E0
3.776063297E1,-4.097708687E-2,6.017948985E-1,9.870991707E0,9.889404102E0
3.776309422E1,-5.054837838E-2,6.305087805E-1,9.897313118E0,9.917504899E0
3.776555547E1,-2.153540403E-2,6.448656917E-1,9.882955551E0,9.903995454E0
3.776803562E1,-1.196411345E-2,6.233302951E-1,9.899705887E0,9.919317539E0
3.777049687E1,-5.533402413E-2,5.898307562E-1,9.837491989E0,9.855313836E0
3.777295812E1,-1.435693540E-2,6.305087805E-1,9.894919395E0,9.914997594E0
3.777541937E1,2.392822644E-3,6.400800347E-1,9.859027863E0,9.879784338E0
3.777788068E1,-3.858426586E-2,6.113662124E-1,9.894919395E0,9.913863386E0
3.778034187E1,-7.178467698E-3,5.922235847E-1,9.902098656E0,9.919795265E0
3.778280312E1,9.571290575E-3,6.281159520E-1,9.880562782E0,9.900512217E0
3.778526437E1,-1.435693540E-2,5.850451589E-1,9.885348320E0,9.902655975E0
3.778772562E1,-3.140579537E-2,6.017948985E-1,9.878170013E0,9.896534052E0
3.779018687E1,-2.632104978E-2,5.946164131E-1,9.878170013E0,9.896085301E0
3.779264812E1,-5.054837838E-2,6.281159520E-1,9.875777245E0,9.895860800E0
3.779510937E1,-3.379862010E-2,6.448656917E-1,9.854242325E0,9.875377760E0
3.779755078E1,1.196411345E-2,6.329016089E-1,9.904491425E0,9.924699389E0
3.780001208E1,7.178467698E-3,5.635097623E-1,9.868598938E0,9.884677020E0
3.780247328E1,-4.097708687E-2,5.970092416E-1,9.866206169E0,9.884337273E0
3.780493453E1,-3.619144112E-2,6.400800347E-1,9.859027863E0,9.879850336E0
3.780739578E1,-1.435693540E-2,6.185446382E-1,9.856635094E0,9.876034577E0
3.780985703E1,-5.772684515E-2,6.137589812E-1,9.875777245E0,9.894999174E0
3.781231828E1,-4.576273263E-2,6.185446382E-1,9.887741089E0,9.907174952E0
3.781477953E1,-9.571290575E-3,6.209374666E-1,9.933504105E0,9.952897003E0
3.781724078E1,-2.392822690E-2,6.185446382E-1,9.885348320E0,9.904710063E0
3.781970203E1,2.392822644E-3,6.305087805E-1,9.875777245E0,9.895884156E0
3.782216328E1,-2.632104978E-2,5.946164131E-1,9.849455833E0,9.867423255E0
3.782462453E1,-1.914258115E-2,5.898307562E-1,9.839884758E0,9.857565562E0
3.782709349E1,-2.632104978E-2,6.233302951E-1,9.894919395E0,9.914568236E0
3.782955474E1,-2.392822690E-2,6.281159520E-1,9.894919395E0,9.914864197E0
3.783201599E1,-2.901297435E-2,6.376872063E-1,9.899705887E0,9.920265287E0
3.783447724E1,-9.571290575E-3,6.161518097E-1,9.856635094E0,9.875879203E0
3.783693854E1,-1.435693540E-2,6.065805554E-1,9.851848602E0,9.870515031E0
3.783939974E1,-0.000000000E0,6.185446382E-1,9.890133858E0,9.909457361E0
3.784186099E1,-2.392822690E-2,6.592226624E-1,9.919147491E0,9.941057994E0
3.784432224E1,-2.153540403E-2,6.233302951E-1,9.849455833E0,9.869183586E0
3.784678349E1,-0.000000000E0,6.065805554E-1,9.866206169E0,9.884835059E0
3.784924474E1,3.110669367E-2,6.305087805E-1,9.880562782E0,9.900708553E0
3.785170599E1,-2.392822690E-2,6.305087805E-1,9.943075180E0,9.963074722E0
3.785416724E1,-2.392822690E-2,6.329016089E-1,9.928718567E0,9.948898903E0
3.785662244E1,-3.379862010E-2,5.922235847E-1,9.906884193E0,9.924627224E0
3.785908370E1,-7.686942816E-2,5.850451589E-1,9.842277527E0,9.859949983E0
3.786154495E1,-3.619144112E-2,6.185446382E-1,9.880562782E0,9.899971120E0
3.786400620E1,2.392822690E-2,6.640082598E-1,9.894919395E0,9.917202699E0
3.786646745E1,-2.392822644E-3,6.065805554E-1,9.935896873E0,9.954395631E0
3.786892870E1,-0.000000000E0,5.922235847E-1,9.894919395E0,9.912626222E0
3.787138995E1,-5.533402413E-2,5.922235847E-1,9.866206169E0,9.884119323E0
3.787385120E1,-4.336991161E-2,6.089733839E-1,9.894919395E0,9.913735894E0
3.787631244E1,-5.294119939E-2,6.161518097E-1,9.897313118E0,9.916614986E0
3.787877370E1,7.178467698E-3,5.850451589E-1,9.947860718E0,9.965052043E0
3.788123494E1,-0.000000000E0,6.017948985E-1,9.885348320E0,9.903649252E0
3.788369620E1,-4.336991161E-2,6.352944374E-1,9.856635094E0,9.877182561E0
3.788617291E1,-1.674975827E-2,6.329016089E-1,9.897313118E0,9.917542637E0
3.788863416E1,-2.153540403E-2,6.544370055E-1,9.854242325E0,9.875973034E0
3.789109541E1,-2.153540403E-2,6.281159520E-1,9.839884758E0,9.859935369E0
3.789355666E1,-2.392822690E-2,6.233302951E-1,9.835099220E0,9.854861231E0
3.789601791E1,-7.178467698E-3,6.161518097E-1,9.866206169E0,9.885429619E0
3.789847916E1,1.435693540E-2,6.185446382E-1,9.880562782E0,9.899915378E0
3.790094041E1,-0.000000000E0,5.730810165E-1,9.849455833E0,9.866113828E0
3.790340166E1,-2.392822690E-2,6.281159520E-1,9.892526627E0,9.912476243E0
3.790586291E1,2.392822690E-2,6.329016089E-1,9.906884193E0,9.927108916E0
3.790832416E1,-1.674975827E-2,6.376872063E-1,9.890133858E0,9.910684802E0
3.791078541E1,-1.435693540E-2,6.185446382E-1,9.882955551E0,9.902303470E0
3.791324666E1,-1.435693540E-2,5.874379873E-1,9.851848602E0,9.869357142E0
3.791569323E1,-1.914258115E-2,5.802595019E-1,9.842277527E0,9.859386109E0
3.791815448E1,1.674975827E-2,6.065805554E-1,9.897313118E0,9.915897714E0
3.792061573E1,-2.901297435E-2,6.329016089E-1,9.868598938E0,9.888915572E0
3.792307698E1,-2.901297435E-2,6.185446382E-1,9.887741089E0,9.907111742E0
3.792553823E1,-2.392822690E-2,6.041877270E-1,9.870991707E0,9.889494054E0
3.792799948E1,-4.576273263E-2,5.970092416E-1,9.851848602E0,9.870027110E0
3.793046073E1,-2.392822690E-2,6.305087805E-1,9.897313118E0,9.917404945E0
3.793292198E1,-1.914258115E-2,6.329016089E-1,9.856635094E0,9.876952276E0
3.793538323E1,-3.858426586E-2,6.185446382E-1,9.861420631E0,9.880875623E0
3.793784448E1,-9.571290575E-3,6.113662124E-1,9.835099220E0,9.854087321E0
3.794030573E1,-0.000000000E0,5.706881881E-1,9.851848602E0,9.868363891E0
3.794276698E1,-1.674975827E-2,6.089733839E-1,9.902098656E0,9.920820880E0
3.794526229E1,-2.153540403E-2,5.874379873E-1,9.870991707E0,9.888479380E0
3.794772349E1,9.571290575E-3,5.994020700E-1,9.885348320E0,9.903508765E0
3.795018474E1,-4.785645287E-3,6.496513486E-1,9.890133858E0,9.911448809E0
3.795264599E1,-2.392822644E-3,6.137589812E-1,9.894919395E0,9.913936436E0
3.795510724E1,1.196411345E-2,6.161518097E-1,9.904491425E0,9.923645327E0
3.795756849E1,-3.140579537E-2,6.329016089E-1,9.909276962E0,9.929517646E0
3.796002974E1,-5.294119939E-2,6.041877270E-1,9.830313683E0,9.849005669E0
3.796249099E1,-2.901297435E-2,6.017948985E-1,9.885348320E0,9.903691749E0
3.796495224E1,-8.404789865E-2,5.874379873E-1,9.870991707E0,9.888813110E0
3.796741349E1,-2.392822690E-2,6.257231236E-1,9.839884758E0,9.859788742E0
3.796987474E1,4.785645287E-3,6.257231236E-1,9.832706451E0,9.852597043E0
3.797233599E1,1.196411345E-2,6.041877270E-1,9.835099220E0,9.853647174E0
3.797476620E1,2.392822644E-3,6.041877270E-1,9.861420631E0,9.879912216E0
3.797722745E1,-4.097708687E-2,5.922235847E-1,9.815957069E0,9.833891452E0
3.797968870E1,-2.153540403E-2,5.754738450E-1,9.868598938E0,9.885387141E0
3.798214994E1,-1.196411345E-2,6.041877270E-1,9.906884193E0,9.925297999E0
3.798461120E1,-1.914258115E-2,6.281159520E-1,9.945467949E0,9.965301240E0
3.798707244E1,-2.632104978E-2,6.185446382E-1,9.890133858E0,9.909492318E0
3.798953370E1,-2.901297435E-2,5.874379873E-1,9.921540260E0,9.938958008E0
3.799199494E1,-2.153540403E-2,6.089733839E-1,9.868598938E0,9.887393861E0
3.799445620E1,-7.178467698E-3,5.659025311E-1,9.921540260E0,9.937668657E0
3.799691744E1,-2.632104978E-2,6.161518097E-1,9.928718567E0,9.947853448E0
3.799937870E1,-5.294119939E-2,6.257231236E-1,9.894919395E0,9.914825366E0
3.800183994E1,-4.336991161E-2,5.994020700E-1,9.844670296E0,9.862996351E0
3.800430401E1,-3.140579537E-2,6.257231236E-1,9.892526627E0,9.912345777E0
3.800676526E1,9.571290575E-3,6.137589812E-1,9.923933029E0,9.942898896E0
3.800922651E1,-9.571290575E-3,5.898307562E-1,9.856635094E0,9.874271988E0
3.801168776E1,-3.140579537E-2,5.850451589E-1,9.820742607E0,9.838203572E0
3.801414901E1,-2.901297435E-2,5.946164131E-1,9.847063065E0,9.865042394E0
3.801661026E1,-4.336991161E-2,6.017948985E-1,9.851848602E0,9.870306932E0
3.801907151E1,1.435693540E-2,5.898307562E-1,9.885348320E0,9.902939859E0
3.802153276E1,-1.674975827E-2,6.352944374E-1,9.842277527E0,9.862773773E0
3.802399401E1,-4.815555736E-2,6.137589812E-1,9.856635094E0,9.875842972E0
3.802645526E1,-1.674975827E-2,6.137589812E-1,9.923933029E0,9.942908398E0
3.802891651E1,4.785645287E-3,6.137589812E-1,9.926325798E0,9.945283648E0
3.803137776E1,2.392822644E-3,6.209374666E-1,9.947860718E0,9.967221374E0
3.803383989E1,-2.901297435E-2,6.209374666E-1,9.916455269E0,9.935919192E0
3.803630114E1,2.153540403E-2,5.946164131E-1,9.887741089E0,9.905627506E0
3.803876239E1,1.435693540E-2,6.017948985E-1,9.902098656E0,9.920379076E0
3.804122364E1,-3.619144112E-2,6.257231236E-1,9.854242325E0,9.874154700E0
3.804368489E1,-6.729813665E-2,6.185446382E-1,9.890133858E0,9.909685880E0
3.804614614E1,-0.000000000E0,6.281159520E-1,9.923933029E0,9.943790847E0
3.804860739E1,-1.435693540E-2,5.874379873E-1,9.866206169E0,9.883689275E0
3.805106864E1,-4.785645287E-3,6.137589812E-1,9.868598938E0,9.887667470E0
3.805352989E1,-1.674975827E-2,6.233302951E-1,9.897313118E0,9.916936430E0
3.805599114E1,-4.336991161E-2,6.329016089E-1,9.859027863E0,9.879416774E0
3.805845239E1,-1.196411345E-2,6.472585201E-1,9.856635094E0,9.877871335E0
3.806091364E1,-2.153540403E-2,6.376872063E-1,9.921540260E0,9.942035500E0
3.806337453E1,-2.901297435E-2,6.305087805E-1,9.878170013E0,9.898314295E0
3.806583578E1,-2.632104978E-2,6.089733839E-1,9.904491425E0,9.923229906E0
3.806829703E1,-2.632104978E-2,5.946164131E-1,9.866206169E0,9.884143142E0
3.807075828E1,-4.815555736E-2,6.089733839E-1,9.890133858E0,9.908981545E0
3.807321953E1,-7.178467698E-3,6.400800347E-1,9.885348320E0,9.906051958E0
3.807568078E1,1.914258115E-2,6.089733839E-1,9.818349838E0,9.837235819E0
3.807814203E1,-4.576273263E-2,6.329016089E-1,9.851848602E0,9.872263143E0
3.808060328E1,-3.619144112E-2,6.257231236E-1,9.892526627E0,9.912362095E0
3.808306453E1,1.914258115E-2,6.305087805E-1,9.854242325E0,9.874411352E0
3.808552578E1,9.571290575E-3,6.161518097E-1,9.909276962E0,9.928419037E0
3.808798703E1,-5.294119939E-2,5.994020700E-1,9.899705887E0,9.917976722E0
3.809044828E1,-2.153540403E-2,6.376872063E-1,9.847063065E0,9.867712995E0
3.809291052E1,-3.379862010E-2,6.281159520E-1,9.849455833E0,9.869521377E0
3.809537177E1,-7.178467698E-3,6.017948985E-1,9.904491425E0,9.922759647E0
3.809783302E1,-7.178467698E-3,6.017948985E-1,9.890133858E0,9.908428551E0
3.810029427E1,1.196411345E-2,6.305087805E-1,9.827920914E0,9.848132511E0
3.810275552E1,-3.858426586E-2,5.874379873E-1,9.844670296E0,9.862256606E0
3.810521677E1,-1.435693540E-2,5.898307562E-1,9.919147491E0,9.936679194E0
3.810767802E1,-7.178467698E-3,6.113662124E-1,9.894919395E0,9.913790900E0
3.811013927E1,-3.858426586E-2,6.424728632E-1,9.902098656E0,9.922994403E0
3.811260052E1,-5.533402413E-2,5.778666735E-1,9.962218285E0,9.979117441E0
3.811506177E1,-1.196411345E-2,5.994020700E-1,9.820742607E0,9.839024918E0
3.811752302E1,1.435693540E-2,5.802595019E-1,9.887741089E0,9.904763049E0
3.811998427E1,-1.435693540E-2,6.281159520E-1,9.837491989E0,9.857534398E0
3.812244432E1,-3.619144112E-2,5.826523304E-1,9.902098656E0,9.919291877E0
3.812490557E1,-1.196411345E-2,5.754738450E-1,9.851848602E0,9.868649055E0
3.812736682E1,4.785645287E-3,6.017948985E-1,9.844670296E0,9.863047867E0
3.812982807E1,-4.785645287E-3,6.161518097E-1,9.861420631E0,9.880651943E0
3.813228932E1,-4.097708687E-2,6.281159520E-1,9.837491989E0,9.857609112E0
3.813475057E1,-2.901297435E-2,6.161518097E-1,9.873384476E0,9.892633917E0
3.813721182E1,1.435693540E-2,5.946164131E-1,9.859027863E0,9.876953234E0
3.813967307E1,-0.000000000E0,5.994020700E-1,9.899705887E0,9.917835423E0
3.814213432E1,-1.196411345E-2,6.424728632E-1,9.842277527E0,9.863231795E0
3.814459557E1,-2.153540403E-2,6.496513486E-1,9.892526627E0,9.913858669E0
3.814705682E1,-1.914258115E-2,6.137589812E-1,9.851848602E0,9.870966893E0
3.814951807E1,-3.140579537E-2,6.161518097E-1,9.873384476E0,9.892641224E0
3.815199630E1,-5.054837838E-2,6.161518097E-1,9.885348320E0,9.904661004E0
3.815445755E1,-2.632104978E-2,6.352944374E-1,9.923933029E0,9.944281703E0
3.815691880E1,-1.914258115E-2,6.448656917E-1,9.906884193E0,9.927868483E0
3.815938005E1,9.571290575E-3,6.233302951E-1,9.837491989E0,9.857224807E0
3.816184130E1,-2.153540403E-2,5.682953596E-1,9.873384476E0,9.889749461E0
3.816430255E1,2.153540403E-2,5.946164131E-1,9.890133858E0,9.908015956E0
3.816676380E1,1.674975827E-2,6.329016089E-1,9.897313118E0,9.917542637E0
3.816922505E1,-1.435693540E-2,6.520441771E-1,9.875777245E0,9.897289726E0
3.817168630E1,-2.153540403E-2,6.520441771E-1,9.868598938E0,9.890140059E0
3.817414755E1,-1.914258115E-2,6.376872063E-1,9.875777245E0,9.896362342E0
3.817660880E1,2.392822644E-3,5.946164131E-1,9.882955551E0,9.900827482E0
3.817907005E1,-1.196411345E-2,6.089733839E-1,9.849455833E0,9.868270970E0
3.818151786E1,-4.336991161E-2,5.970092416E-1,9.875777245E0,9.893901009E0
3.818397911E1,-2.632104978E-2,6.089733839E-1,9.897313118E0,9.916065164E0
3.818644036E1,-4.785645287E-3,6.065805554E-1,9.902098656E0,9.920661302E0
3.818890161E1,-1.674975827E-2,6.376872063E-1,9.890133858E0,9.910684802E0
3.819136286E1,-1.674975827E-2,6.424728632E-1,9.914062500E0,9.934872278E0
3.819382411E1,-6.490531564E-2,5.994020700E-1,9.878170013E0,9.896551842E0
3.819628536E1,-2.392822644E-3,5.611169338E-1,9.911669731E0,9.927540219E0
3.819874661E1,2.153540403E-2,5.778666735E-1,9.885348320E0,9.902247476E0
