"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.769169268E0,-3.140579537E-2,6.448656917E-1,9.859027863E0,9.880145165E0
8.771630362E0,-1.914258115E-2,6.113662124E-1,9.906884193E0,9.925748813E0
8.774091456E0,-2.632104978E-2,6.209374666E-1,9.880562782E0,9.900089749E0
8.776552550E0,-2.153540403E-2,6.329016089E-1,9.875777245E0,9.896060045E0
8.779013643E0,-1.196411345E-2,6.185446382E-1,9.890133858E0,9.909464584E0
8.781474737E0,2.392822644E-3,6.065805554E-1,9.837491989E0,9.856175441E0
8.783935883E0,-4.336991161E-2,5.946164131E-1,9.847063065E0,9.865095064E0
8.786411664E0,-1.435693540E-2,6.065805554E-1,9.870991707E0,9.889622003E0
8.788872758E0,2.392822690E-2,5.970092416E-1,9.882955551E0,9.901000102E0
8.791333904E0,4.785645287E-3,6.161518097E-1,9.904491425E0,9.923639269E0
8.793794945E0,-4.097708687E-2,6.400800347E-1,9.854242325E0,9.875093588E0
8.796256039E0,-5.294119939E-2,6.448656917E-1,9.875777245E0,9.896950577E0
8.798717133E0,-9.571290575E-3,6.305087805E-1,9.904491425E0,9.924544489E0
8.801178227E0,-9.571290575E-3,6.041877270E-1,9.887741089E0,9.906187877E0
8.803639372E0,-2.632104978E-2,6.065805554E-1,9.926325798E0,9.944876903E0
8.806100414E0,-2.153540403E-2,6.568298340E-1,9.880562782E0,9.902394160E0
8.808561560E0,-7.178467698E-3,6.448656917E-1,9.866206169E0,9.887260868E0
8.811022654E0,-1.674975827E-2,5.874379873E-1,9.909276962E0,9.926687960E0
8.813483747E0,-5.054837838E-2,6.161518097E-1,9.882955551E0,9.902272902E0
8.815936508E0,-6.729813665E-2,6.161518097E-1,9.909276962E0,9.928642506E0
8.818397654E0,-2.392822644E-3,6.257231236E-1,9.904491425E0,9.924237277E0
8.820858695E0,-1.914258115E-2,5.970092416E-1,9.866206169E0,9.884270871E0
8.823319789E0,-3.619144112E-2,6.041877270E-1,9.911669731E0,9.930133407E0
8.825780883E0,-3.858426586E-2,6.017948985E-1,9.894919395E0,9.913277747E0
8.828242029E0,-4.785645287E-3,6.017948985E-1,9.919147491E0,9.937387331E0
8.830703122E0,2.392822690E-2,6.065805554E-1,9.870991707E0,9.889640530E0
8.833164216E0,7.178467698E-3,6.448656917E-1,9.909276962E0,9.930240340E0
8.835625310E0,-1.196411345E-2,6.209374666E-1,9.921540260E0,9.940959089E0
8.838086404E0,-1.674975827E-2,6.017948985E-1,9.870991707E0,9.889333392E0
8.840547497E0,-1.196411345E-2,6.089733839E-1,9.880562782E0,9.899318796E0
8.843008591E0,1.196411345E-2,6.161518097E-1,9.890133858E0,9.909315512E0
8.845443175E0,-3.140579537E-2,6.137589812E-1,9.882955551E0,9.902045084E0
8.847904268E0,-2.901297435E-2,6.041877270E-1,9.906884193E0,9.925333193E0
8.850365362E0,-1.674975827E-2,6.137589812E-1,9.885348320E0,9.904397612E0
8.852826456E0,-2.153540403E-2,5.922235847E-1,9.861420631E0,9.879210971E0
8.855287550E0,-4.785645287E-3,6.376872063E-1,9.897313118E0,9.917836197E0
8.857748695E0,-2.901297435E-2,6.233302951E-1,9.909276962E0,9.928904891E0
8.860209789E0,-3.858426586E-2,5.754738450E-1,9.875777245E0,9.892605070E0
8.862670831E0,-3.140579537E-2,5.898307562E-1,9.899705887E0,9.917311293E0
8.865131977E0,-4.785645287E-3,6.400800347E-1,9.933504105E0,9.954106145E0
8.867593018E0,-2.153540403E-2,6.281159520E-1,9.904491425E0,9.924411509E0
8.870054164E0,-4.576273263E-2,6.041877270E-1,9.914062500E0,9.932561215E0
8.872515258E0,-1.196411345E-2,5.898307562E-1,9.875777245E0,9.893382619E0
8.875025622E0,-2.392822690E-2,6.017948985E-1,9.878170013E0,9.896513147E0
8.877486716E0,-7.178467698E-3,6.209374666E-1,9.887741089E0,9.907221543E0
8.879947810E0,-7.178467698E-3,6.065805554E-1,9.878170013E0,9.896778987E0
8.882408904E0,-2.153540403E-2,6.113662124E-1,9.875777245E0,9.894706090E0
8.884870050E0,2.153540403E-2,6.305087805E-1,9.885348320E0,9.905458924E0
8.887331143E0,-2.392822644E-3,6.089733839E-1,9.861420631E0,9.880206029E0
8.889792237E0,-2.901297435E-2,6.065805554E-1,9.875777245E0,9.894430651E0
8.892253331E0,-5.054837838E-2,6.137589812E-1,9.880562782E0,9.899736164E0
8.894714425E0,-2.153540403E-2,5.922235847E-1,9.882955551E0,9.900707196E0
8.897175518E0,-2.901297435E-2,6.209374666E-1,9.887741089E0,9.907261424E0
8.899636664E0,-4.815555736E-2,6.185446382E-1,9.849455833E0,9.868976474E0
8.902097706E0,-1.914258115E-2,6.137589812E-1,9.914062500E0,9.933061048E0
8.904535518E0,-1.196411345E-2,6.257231236E-1,9.859027863E0,9.878871543E0
8.906996560E0,-3.619144112E-2,6.233302951E-1,9.875777245E0,9.895495271E0
8.909457706E0,-1.914258115E-2,6.089733839E-1,9.882955551E0,9.901718308E0
8.911918747E0,1.196411345E-2,6.137589812E-1,9.866206169E0,9.885285398E0
8.914379893E0,-3.140579537E-2,5.778666735E-1,9.894919395E0,9.911828593E0
8.916840987E0,-3.140579537E-2,6.400800347E-1,9.885348320E0,9.906099141E0
8.919302081E0,-4.815555736E-2,6.376872063E-1,9.902098656E0,9.922727534E0
8.921763175E0,-9.571290575E-3,6.137589812E-1,9.847063065E0,9.866176701E0
8.924224268E0,7.178467698E-3,5.898307562E-1,9.899705887E0,9.917264164E0
8.926685362E0,-7.178467698E-3,6.041877270E-1,9.859027863E0,9.877526246E0
8.929146508E0,-3.379862010E-2,6.352944374E-1,9.861420631E0,9.881920777E0
8.931607550E0,-3.858426586E-2,5.970092416E-1,9.926325798E0,9.944337717E0
8.934076143E0,-2.153540403E-2,5.946164131E-1,9.928718567E0,9.946531297E0
8.936537237E0,-2.392822690E-2,6.017948985E-1,9.902098656E0,9.920397545E0
8.938998331E0,-4.815555736E-2,6.041877270E-1,9.863813400E0,9.882417546E0
8.941459425E0,-3.619144112E-2,5.826523304E-1,9.868598938E0,9.885850422E0
8.943920518E0,-1.914258115E-2,5.922235847E-1,9.897313118E0,9.915034149E0
8.946381664E0,2.153540403E-2,6.017948985E-1,9.844670296E0,9.863070217E0
8.948842758E0,2.392822644E-3,6.065805554E-1,9.861420631E0,9.880058834E0
8.951303852E0,-9.571290575E-3,5.898307562E-1,9.882955551E0,9.900545559E0
8.953764945E0,-3.379862010E-2,6.472585201E-1,9.859027863E0,9.880309526E0
8.956226039E0,4.785645287E-3,6.041877270E-1,9.892526627E0,9.910961042E0
8.958687185E0,3.828516230E-2,5.970092416E-1,9.882955551E0,9.901045208E0
8.961148227E0,-1.914258115E-2,6.161518097E-1,9.868598938E0,9.887833660E0
8.963606352E0,-8.165507019E-2,5.898307562E-1,9.873384476E0,9.891323919E0
8.966067393E0,-4.336991161E-2,5.970092416E-1,9.873384476E0,9.891512624E0
8.968528539E0,4.785645287E-3,6.233302951E-1,9.902098656E0,9.921699519E0
8.970989581E0,-9.571290575E-3,6.089733839E-1,9.897313118E0,9.916034850E0
8.973450727E0,-4.097708687E-2,6.113662124E-1,9.906884193E0,9.925814938E0
8.975911820E0,4.785645287E-3,6.233302951E-1,9.904491425E0,9.924087562E0
8.978372914E0,-3.858426586E-2,5.994020700E-1,9.868598938E0,9.886860805E0
8.980834008E0,7.178467698E-3,6.113662124E-1,9.837491989E0,9.856473447E0
8.983295102E0,-2.392822690E-2,5.922235847E-1,9.866206169E0,9.883993399E0
8.985756195E0,-1.914258115E-2,6.352944374E-1,9.890133858E0,9.910535464E0
8.988217289E0,-1.196411345E-2,6.233302951E-1,9.863813400E0,9.883496274E0
8.990678435E0,-3.140579537E-2,6.305087805E-1,9.861420631E0,9.881606373E0
8.993223591E0,-1.435693540E-2,6.281159520E-1,9.894919395E0,9.914845718E0
8.995684685E0,-2.901297435E-2,6.185446382E-1,9.847063065E0,9.866513580E0
8.998145727E0,-3.379862010E-2,6.257231236E-1,9.868598938E0,9.888473935E0
9.000606820E0,-5.533402413E-2,6.041877270E-1,9.854242325E0,9.872902130E0
9.003067914E0,-7.447660714E-2,6.209374666E-1,9.887741089E0,9.907498874E0
9.005529060E0,-2.632104978E-2,5.994020700E-1,9.899705887E0,9.917870350E0
9.007990154E0,-5.054837838E-2,5.946164131E-1,9.875777245E0,9.893790982E0
9.010451247E0,-1.674975827E-2,6.089733839E-1,9.875777245E0,9.894549273E0
9.012912341E0,1.435693540E-2,6.329016089E-1,9.849455833E0,9.869779672E0
9.015373435E0,-1.196411345E-2,6.209374666E-1,9.897313118E0,9.916779388E0
9.017834581E0,-3.379862010E-2,5.994020700E-1,9.878170013E0,9.896396718E0
9.020295622E0,-4.576273263E-2,6.209374666E-1,9.873384476E0,9.892996440E0
9.022679789E0,-1.674975827E-2,6.137589812E-1,9.921540260E0,9.940520197E0
9.025140883E0,-2.392822690E-2,6.496513486E-1,9.919147491E0,9.940427878E0
9.027601925E0,-6.729813665E-2,5.970092416E-1,9.875777245E0,9.894034832E0
9.030063070E0,-1.674975827E-2,6.089733839E-1,9.904491425E0,9.923209134E0
9.032524164E0,-1.914258115E-2,6.209374666E-1,9.878170013E0,9.897685214E0
9.034985258E0,-2.632104978E-2,6.185446382E-1,9.878170013E0,9.897551873E0
9.037446352E0,-3.140579537E-2,6.281159520E-1,9.885348320E0,9.905333280E0
9.039907445E0,-2.901297435E-2,6.041877270E-1,9.882955551E0,9.901449136E0
9.042368539E0,-2.392822644E-3,6.041877270E-1,9.914062500E0,9.932456080E0
9.044829633E0,-5.054837838E-2,6.161518097E-1,9.909276962E0,9.928543101E0
9.047290727E0,-6.490531564E-2,6.329016089E-1,9.914062500E0,9.934455818E0
9.049751872E0,-1.196411345E-2,5.994020700E-1,9.909276962E0,9.927396229E0
9.052188383E0,2.392822644E-3,6.065805554E-1,9.890133858E0,9.908718051E0
9.054649477E0,-7.178467698E-3,5.826523304E-1,9.856635094E0,9.873843762E0
9.057110622E0,-2.153540403E-2,6.209374666E-1,9.938289642E0,9.957691908E0
9.059571716E0,-1.196411345E-2,6.520441771E-1,9.902098656E0,9.923550904E0
9.062032758E0,-2.901297435E-2,6.185446382E-1,9.863813400E0,9.883230950E0
9.064493904E0,-3.379862010E-2,6.137589812E-1,9.859027863E0,9.878171533E0
9.066954945E0,-3.858426586E-2,5.994020700E-1,9.875777245E0,9.894025863E0
9.069416091E0,-5.294119939E-2,5.754738450E-1,9.823135376E0,9.840119996E0
9.071877133E0,-4.815555736E-2,6.089733839E-1,9.878170013E0,9.897040485E0
9.074338279E0,-4.576273263E-2,6.281159520E-1,9.902098656E0,9.922105707E0
9.076799372E0,-2.901297435E-2,5.970092416E-1,9.868598938E0,9.886683306E0
9.079260466E0,-4.576273263E-2,6.329016089E-1,9.873384476E0,9.893754580E0
9.081746247E0,-4.097708687E-2,6.089733839E-1,9.873384476E0,9.892231736E0
9.084207289E0,-3.619144112E-2,6.041877270E-1,9.859027863E0,9.877589940E0
9.086668383E0,-2.392822690E-2,5.946164131E-1,9.868598938E0,9.886525489E0
9.089129529E0,-1.196411345E-2,5.922235847E-1,9.856635094E0,9.874417820E0
9.091590570E0,1.674975827E-2,6.017948985E-1,9.878170013E0,9.896498394E0
9.094051716E0,-2.392822644E-3,6.424728632E-1,9.863813400E0,9.884715064E0
9.096512810E0,-4.576273263E-2,6.041877270E-1,9.902098656E0,9.920619679E0
9.098973904E0,-9.571290575E-3,5.994020700E-1,9.868598938E0,9.886790149E0
9.101434997E0,-2.632104978E-2,5.850451589E-1,9.861420631E0,9.878794841E0
9.103896091E0,-4.336991161E-2,5.682953596E-1,9.803992271E0,9.820545047E0
9.106357185E0,-1.196411345E-2,5.970092416E-1,9.882955551E0,9.900978416E0
9.108818279E0,4.067798331E-2,6.113662124E-1,9.911669731E0,9.930590124E0
9.111264893E0,4.785645287E-3,6.041877270E-1,9.880562782E0,9.899019477E0
9.113725987E0,1.172483116E-1,5.946164131E-1,9.799206734E0,9.817930966E0
9.116187133E0,1.268195957E-1,5.898307562E-1,9.803992271E0,9.822537757E0
9.118648227E0,5.024927482E-2,5.850451589E-1,9.794421196E0,9.812007409E0
9.121109320E0,-9.571290575E-3,6.041877270E-1,9.827920914E0,9.846479772E0
9.123570414E0,-4.336991161E-2,6.113662124E-1,9.839884758E0,9.858954389E0
9.126031560E0,1.196411345E-2,6.424728632E-1,9.863813400E0,9.884722015E0
9.128492654E0,8.374879509E-2,6.137589812E-1,9.839884758E0,9.859363367E0
9.130953800E0,1.028913707E-1,6.233302951E-1,9.830313683E0,9.850593606E0
9.133414893E0,1.004985496E-1,5.778666735E-1,9.813564301E0,9.831076957E0
9.135875987E0,1.196411327E-1,6.041877270E-1,9.818349838E0,9.837649636E0
9.138337081E0,1.603191197E-1,6.185446382E-1,9.832706451E0,9.853446902E0
9.140829268E0,8.614161611E-2,5.898307562E-1,9.820742607E0,9.838816293E0
9.143290414E0,6.699903309E-2,5.778666735E-1,9.818349838E0,9.835568733E0
9.145751508E0,1.100698411E-1,5.970092416E-1,9.837491989E0,9.856205357E0
9.148212602E0,8.853443712E-2,5.898307562E-1,9.842277527E0,9.860332935E0
9.150673747E0,7.657032460E-2,5.826523304E-1,9.756135941E0,9.773818867E0
9.153134841E0,1.172483116E-1,5.682953596E-1,9.820742607E0,9.837870305E0
9.155595935E0,9.810572863E-2,5.778666735E-1,9.827920914E0,9.845383899E0
9.158057081E0,7.417750359E-2,5.898307562E-1,9.799206734E0,9.817222379E0
9.160518175E0,1.292124242E-1,5.778666735E-1,9.784850121E0,9.802750513E0
9.162979268E0,5.264209956E-2,5.898307562E-1,9.827920914E0,9.845745325E0
9.165440414E0,3.828516230E-2,6.185446382E-1,9.870991707E0,9.890426710E0
9.167901508E0,-3.140579537E-2,6.329016089E-1,9.919147491E0,9.939368075E0
9.170356925E0,-7.178467698E-3,6.161518097E-1,9.863813400E0,9.883041504E0
9.172818070E0,-2.392822644E-3,6.209374666E-1,9.906884193E0,9.926324772E0
9.175279164E0,-5.772684515E-2,6.257231236E-1,9.887741089E0,9.907688209E0
9.177740258E0,-1.196411345E-2,6.305087805E-1,9.868598938E0,9.888727393E0
9.180201404E0,-1.435693540E-2,6.017948985E-1,9.911669731E0,9.929932532E0
9.182662497E0,-1.435693540E-2,5.515456200E-1,9.847063065E0,9.862507779E0
9.185123643E0,-4.097708687E-2,6.089733839E-1,9.835099220E0,9.854019707E0
9.187584737E0,-4.815555736E-2,5.850451589E-1,9.909276962E0,9.926649319E0
9.190045831E0,-4.097708687E-2,6.329016089E-1,9.902098656E0,9.922388894E0
9.192506925E0,-2.632104978E-2,6.424728632E-1,9.844670296E0,9.865647339E0
9.194968070E0,-1.435693540E-2,6.281159520E-1,9.904491425E0,9.924398528E0
9.197429164E0,-4.336991161E-2,6.448656917E-1,9.892526627E0,9.913617693E0
9.199885883E0,-5.054837838E-2,6.568298340E-1,9.830313683E0,9.852362542E0
9.202346977E0,-3.140579537E-2,6.352944374E-1,9.856635094E0,9.877137273E0
9.204808122E0,-4.815555736E-2,6.233302951E-1,9.856635094E0,9.876442426E0
9.207269216E0,-3.379862010E-2,5.946164131E-1,9.897313118E0,9.915216487E0
9.209730310E0,7.178467698E-3,5.850451589E-1,9.866206169E0,9.883539525E0
9.212191456E0,-4.336991161E-2,5.778666735E-1,9.873384476E0,9.890375718E0
9.214652550E0,-3.619144112E-2,6.161518097E-1,9.868598938E0,9.887881364E0
9.217113695E0,-9.571290575E-3,6.185446382E-1,9.923933029E0,9.943195455E0
9.219574789E0,-2.392822690E-2,6.281159520E-1,9.890133858E0,9.910088291E0
9.222035883E0,-3.858426586E-2,5.898307562E-1,9.909276962E0,9.926890701E0
9.224497029E0,-2.901297435E-2,6.281159520E-1,9.873384476E0,9.893386296E0
9.226958122E0,-4.815555736E-2,5.898307562E-1,9.890133858E0,9.907823525E0
9.229428904E0,-1.914258115E-2,6.257231236E-1,9.894919395E0,9.914702502E0
9.231890050E0,-7.178467698E-3,5.994020700E-1,9.849455833E0,9.867680304E0
9.234351143E0,-3.140579537E-2,6.424728632E-1,9.832706451E0,9.853723858E0
9.236812237E0,-2.632104978E-2,6.113662124E-1,9.863813400E0,9.882776747E0
9.239273383E0,2.632104978E-2,6.113662124E-1,9.933504105E0,9.952334663E0
9.241734477E0,-0.000000000E0,6.305087805E-1,9.882955551E0,9.903047599E0
9.244195570E0,-5.054837838E-2,6.113662124E-1,9.868598938E0,9.887647282E0
9.246656716E0,-4.815555736E-2,6.161518097E-1,9.890133858E0,9.909425298E0
9.249117810E0,1.435693540E-2,6.424728632E-1,9.873384476E0,9.894276048E0
9.251578904E0,-1.435693540E-2,6.209374666E-1,9.835099220E0,9.854691580E0
9.254040050E0,-4.336991161E-2,5.826523304E-1,9.885348320E0,9.902599462E0
9.256501143E0,-1.196411345E-2,6.113662124E-1,9.839884758E0,9.858866255E0
9.258959789E0,-2.392822644E-3,6.065805554E-1,9.868598938E0,9.887223609E0
9.261420935E0,-5.533402413E-2,5.587241054E-1,9.892526627E0,9.908446777E0
9.263882029E0,-3.619144112E-2,6.041877270E-1,9.923933029E0,9.942373932E0
9.266343122E0,4.785645287E-3,6.089733839E-1,9.938289642E0,9.956930878E0
9.268804268E0,-1.196411345E-2,6.065805554E-1,9.863813400E0,9.882454043E0
9.271265362E0,-2.392822644E-3,5.970092416E-1,9.892526627E0,9.910525153E0
9.273726456E0,2.153540403E-2,6.089733839E-1,9.892526627E0,9.911276175E0
9.276187602E0,-1.674975827E-2,5.850451589E-1,9.851848602E0,9.869218777E0
9.278648695E0,-3.858426586E-2,6.257231236E-1,9.856635094E0,9.876551703E0
9.281109789E0,-0.000000000E0,6.257231236E-1,9.878170013E0,9.897968087E0
9.283570883E0,-2.153540403E-2,6.089733839E-1,9.849455833E0,9.868287216E0
9.286032029E0,-0.000000000E0,6.400800347E-1,9.897313118E0,9.917989182E0
9.288496300E0,-2.153540403E-2,5.994020700E-1,9.899705887E0,9.917858804E0
9.290957445E0,-5.054837838E-2,6.496513486E-1,9.882955551E0,9.904413786E0
9.293418539E0,-3.619144112E-2,6.424728632E-1,9.847063065E0,9.868066285E0
9.295879633E0,7.178467698E-3,6.161518097E-1,9.844670296E0,9.863935716E0
9.298340727E0,-4.785645287E-3,5.635097623E-1,9.919147491E0,9.935142330E0
9.300801872E0,-2.901297435E-2,5.730810165E-1,9.906884193E0,9.923488199E0
9.303262966E0,-5.772684515E-2,5.802595019E-1,9.873384476E0,9.890589188E0
9.305724112E0,1.196411345E-2,6.257231236E-1,9.830313683E0,9.850215209E0
9.308185206E0,7.178467698E-3,6.281159520E-1,9.856635094E0,9.876630830E0
9.310646300E0,-4.336991161E-2,6.496513486E-1,9.839884758E0,9.861402531E0
9.313107393E0,-4.097708687E-2,6.161518097E-1,9.873384476E0,9.892676239E0
9.315568539E0,-3.858426586E-2,5.802595019E-1,9.897313118E0,9.914383329E0
9.318047029E0,4.785645287E-3,5.994020700E-1,9.870991707E0,9.889175042E0
9.320508175E0,-2.901297435E-2,6.137589812E-1,9.914062500E0,9.933084974E0
9.322969268E0,-3.379862010E-2,6.113662124E-1,9.861420631E0,9.880411320E0
9.325430362E0,-1.435693540E-2,6.448656917E-1,9.868598938E0,9.889656358E0
9.327891508E0,-2.392822644E-3,6.017948985E-1,9.897313118E0,9.915592256E0
9.330352602E0,-2.392822644E-3,5.778666735E-1,9.916455269E0,9.933278448E0
9.332813695E0,-7.178467698E-3,5.754738450E-1,9.919147491E0,9.935829539E0
9.335274841E0,-1.674975827E-2,5.946164131E-1,9.866206169E0,9.884122288E0
9.337735935E0,-4.815555736E-2,6.185446382E-1,9.897313118E0,9.916739554E0
9.340197081E0,-1.674975827E-2,6.161518097E-1,9.868598938E0,9.887829317E0
9.342658175E0,-2.153540403E-2,5.970092416E-1,9.835099220E0,9.853225892E0
9.345119268E0,-2.632104978E-2,6.185446382E-1,9.832706451E0,9.852177750E0
9.347568904E0,-7.178467698E-3,6.209374666E-1,9.878170013E0,9.897669306E0
9.350030050E0,-3.858426586E-2,5.515456200E-1,9.902098656E0,9.917522327E0
9.352491143E0,-7.178467698E-3,5.802595019E-1,9.919147491E0,9.936107869E0
9.354952289E0,-2.153540403E-2,6.065805554E-1,9.897313118E0,9.915906953E0
9.357413383E0,-4.576273263E-2,5.970092416E-1,9.863813400E0,9.881969898E0
9.359874477E0,-2.901297435E-2,6.209374666E-1,9.854242325E0,9.873828887E0
9.362335570E0,-1.674975827E-2,6.448656917E-1,9.866206169E0,9.887272449E0
9.364796716E0,2.392822644E-3,6.209374666E-1,9.914062500E0,9.933489030E0
9.367257810E0,-2.392822690E-2,6.185446382E-1,9.882955551E0,9.902321973E0
9.369718904E0,-0.000000000E0,6.400800347E-1,9.863813400E0,9.884559537E0
9.372180050E0,-3.858426586E-2,5.994020700E-1,9.904491425E0,9.922687235E0
9.374641143E0,2.392822644E-3,6.113662124E-1,9.830313683E0,9.849306649E0
9.377099268E0,-2.153540403E-2,6.185446382E-1,9.839884758E0,9.859330266E0
9.379560362E0,-2.392822690E-2,5.922235847E-1,9.837491989E0,9.855331043E0
9.382021508E0,-4.097708687E-2,5.826523304E-1,9.911669731E0,9.928864976E0
9.384482602E0,-0.000000000E0,5.778666735E-1,9.820742607E0,9.837729171E0
9.386943747E0,2.392822644E-3,5.970092416E-1,9.870991707E0,9.889029428E0
9.389404841E0,-1.914258115E-2,6.137589812E-1,9.914062500E0,9.933061048E0
9.391865935E0,-6.011966988E-2,6.209374666E-1,9.882955551E0,9.902625315E0
9.394327029E0,-4.097708687E-2,6.161518097E-1,9.827920914E0,9.847301745E0
9.396788175E0,2.392822644E-3,5.826523304E-1,9.887741089E0,9.904893402E0
9.399249320E0,-1.196411345E-2,5.850451589E-1,9.928718567E0,9.945947585E0
9.401710362E0,-1.435693540E-2,5.802595019E-1,9.923933029E0,9.940893017E0
9.404171508E0,-2.392822644E-3,6.113662124E-1,9.906884193E0,9.925730643E0
9.406643956E0,-4.785645287E-3,6.161518097E-1,9.859027863E0,9.878263833E0
9.409105050E0,-2.632104978E-2,6.472585201E-1,9.849455833E0,9.870735363E0
9.411566195E0,-3.858426586E-2,5.802595019E-1,9.909276962E0,9.926326599E0
9.414027289E0,-4.336991161E-2,5.635097623E-1,9.885348320E0,9.901491585E0
9.416488383E0,-6.251249462E-2,6.065805554E-1,9.887741089E0,9.906526718E0
9.418949529E0,-2.632104978E-2,6.113662124E-1,9.818349838E0,9.837400825E0
9.421410622E0,-9.571290575E-3,5.994020700E-1,9.875777245E0,9.893955257E0
9.423871768E0,4.785645287E-3,5.706881881E-1,9.887741089E0,9.904197683E0
9.426332862E0,9.571290575E-3,6.041877270E-1,9.892526627E0,9.910964508E0
9.428793956E0,-2.632104978E-2,6.017948985E-1,9.868598938E0,9.886965910E0
9.431255102E0,-9.571290575E-3,6.305087805E-1,9.851848602E0,9.872008601E0
9.433716195E0,-1.914258115E-2,6.041877270E-1,9.919147491E0,9.937549809E0
9.436181404E0,-4.097708687E-2,5.850451589E-1,9.870991707E0,9.888398972E0
9.438642497E0,-2.392822644E-3,6.281159520E-1,9.882955551E0,9.902895829E0
9.441103643E0,-3.379862010E-2,6.209374666E-1,9.899705887E0,9.919217829E0
9.443564737E0,1.196411345E-2,6.185446382E-1,9.873384476E0,9.892747930E0
9.446025883E0,-2.392822644E-3,6.233302951E-1,9.885348320E0,9.904981463E0
9.448486977E0,2.153540403E-2,6.352944374E-1,9.861420631E0,9.881886443E0
9.450948070E0,-2.392822644E-3,6.257231236E-1,9.906884193E0,9.926625286E0
9.453409164E0,-2.901297435E-2,6.113662124E-1,9.873384476E0,9.892337004E0
9.455870310E0,-3.379862010E-2,6.257231236E-1,9.914062500E0,9.933846537E0
9.458331404E0,-1.674975827E-2,6.041877270E-1,9.892526627E0,9.910974040E0
9.460792550E0,-1.196411345E-2,5.994020700E-1,9.854242325E0,9.872462599E0
9.463253643E0,-3.619144112E-2,6.113662124E-1,9.904491425E0,9.923408127E0
9.465745935E0,-1.435693540E-2,6.281159520E-1,9.837491989E0,9.857534398E0
9.468207081E0,-7.178467698E-3,5.898307562E-1,9.882955551E0,9.900543534E0
9.470668175E0,-3.140579537E-2,5.659025311E-1,9.842277527E0,9.858583007E0
9.473129268E0,-3.858426586E-2,5.802595019E-1,9.844670296E0,9.861831628E0
9.475590414E0,1.914258115E-2,5.874379873E-1,9.933504105E0,9.950877028E0
9.478051508E0,-2.901297435E-2,6.209374666E-1,9.904491425E0,9.923978812E0
9.480512602E0,-2.901297435E-2,5.994020700E-1,9.899705887E0,9.917877860E0
9.482973747E0,-2.392822690E-2,6.161518097E-1,9.914062500E0,9.933219562E0
9.485434841E0,1.914258115E-2,6.209374666E-1,9.873384476E0,9.892909116E0
9.487895935E0,-3.379862010E-2,6.041877270E-1,9.916455269E0,9.934901623E0
9.490357081E0,-2.901297435E-2,6.017948985E-1,9.911669731E0,9.929964537E0
9.492818175E0,-2.153540403E-2,5.898307562E-1,9.849455833E0,9.867124419E0
9.495240622E0,-3.858426586E-2,5.970092416E-1,9.847063065E0,9.865219702E0
9.497701716E0,-4.785645287E-3,6.424728632E-1,9.870991707E0,9.891879071E0
9.500162862E0,2.392822644E-3,6.113662124E-1,9.856635094E0,9.875577438E0
9.502623956E0,-4.785645287E-3,5.922235847E-1,9.875777245E0,9.893519488E0
9.505085102E0,2.632104978E-2,6.305087805E-1,9.832706451E0,9.852936125E0
9.507546143E0,4.785645287E-3,6.329016089E-1,9.870991707E0,9.891262034E0
9.510007289E0,-4.785645287E-3,5.922235847E-1,9.875777245E0,9.893519488E0
9.512468383E0,4.785645287E-3,6.137589812E-1,9.827920914E0,9.847068217E0
9.514929477E0,-1.196411345E-2,5.826523304E-1,9.820742607E0,9.838018715E0
9.517390622E0,-1.914258115E-2,5.730810165E-1,9.861420631E0,9.878076997E0
9.519851716E0,-2.392822690E-2,5.778666735E-1,9.842277527E0,9.859256025E0
9.522312862E0,2.392822644E-3,5.802595019E-1,9.878170013E0,9.895198312E0
9.524782914E0,-3.619144112E-2,5.826523304E-1,9.875777245E0,9.893016211E0
9.527244060E0,-3.619144112E-2,6.257231236E-1,9.875777245E0,9.895646287E0
9.529705154E0,-6.969095767E-2,6.281159520E-1,9.875777245E0,9.895977095E0
9.532166247E0,-2.392822644E-3,6.137589812E-1,9.849455833E0,9.868560484E0
9.534627341E0,2.392822690E-2,5.994020700E-1,9.856635094E0,9.874872696E0
9.537088487E0,-7.178467698E-3,6.065805554E-1,9.919147491E0,9.937679732E0
9.539549581E0,-3.140579537E-2,6.161518097E-1,9.885348320E0,9.904581808E0
9.542010727E0,-4.097708687E-2,6.041877270E-1,9.870991707E0,9.889550000E0
9.544471820E0,-7.178467698E-3,5.850451589E-1,9.887741089E0,9.905036760E0
9.546932914E0,-3.858426586E-2,5.730810165E-1,9.885348320E0,9.902021107E0
9.549394008E0,-2.153540403E-2,6.209374666E-1,9.844670296E0,9.864256705E0
9.551855154E0,-1.196411345E-2,6.233302951E-1,9.835099220E0,9.854839444E0
9.554323331E0,-6.490531564E-2,6.017948985E-1,9.875777245E0,9.894308767E0
9.556784425E0,-3.140579537E-2,6.161518097E-1,9.882955551E0,9.902193686E0
9.559245570E0,-1.196411345E-2,6.137589812E-1,9.863813400E0,9.882897248E0
9.561706664E0,-2.392822690E-2,6.257231236E-1,9.909276962E0,9.929041842E0
9.564167758E0,-5.294119939E-2,6.305087805E-1,9.866206169E0,9.886474006E0
9.566628904E0,-9.571290575E-3,5.994020700E-1,9.870991707E0,9.889178516E0
