"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.167225952E0,-7.492847741E-3,-2.715289593E-4,3.359127045E-2,3.441787247E-2
3.172182046E0,3.052094579E-2,1.399964094E-2,1.193141937E-2,3.563533144E-2
3.177138088E0,1.359995455E-2,-5.130499601E-3,-4.796028137E-3,1.530629530E-2
3.182094129E0,1.521922648E-3,4.301369190E-3,-1.662635803E-2,1.724105005E-2
3.187118556E0,6.145872176E-3,1.615968347E-2,2.516746521E-3,1.747115129E-2
3.192074650E0,-1.771796495E-2,4.162997007E-3,-2.601146698E-2,3.174670440E-2
3.197030692E0,-3.185753152E-2,2.547249198E-2,2.714157104E-3,4.087929563E-2
3.201986786E0,-2.452659234E-2,2.989828587E-2,-2.105712891E-2,4.403253238E-2
3.206942827E0,-1.725152135E-2,3.206598759E-2,-1.138114929E-2,3.814935265E-2
3.211898921E0,-4.091906175E-2,3.191766143E-2,5.336761475E-3,5.216883887E-2
3.216792671E0,-1.210388541E-2,7.087290287E-4,7.670402527E-3,1.434717442E-2
3.221748713E0,-2.582669258E-3,3.119707108E-3,2.854347229E-3,4.954800807E-3
3.226704806E0,2.115763724E-2,-1.563310623E-3,-2.093029022E-2,2.980212413E-2
3.231660848E0,-1.463660970E-2,3.167203069E-2,-3.500747681E-2,4.942541152E-2
3.236616942E0,-2.634741366E-2,1.706731319E-2,8.047103882E-3,3.240733354E-2
3.241573036E0,1.892165840E-2,1.216420531E-2,1.035690308E-2,2.476413715E-2
3.246530483E0,-1.458059624E-2,-4.549622536E-3,-1.585960388E-2,2.201862591E-2
3.251486525E0,-4.780101031E-2,-3.300228715E-2,-8.601188660E-3,5.872025196E-2
3.256442619E0,-1.892498508E-2,5.713999271E-4,3.185272217E-2,3.705505995E-2
3.261398661E0,7.332257926E-3,7.708877325E-3,-8.797645569E-3,1.380533822E-2
3.266354754E0,-7.065169513E-3,1.718834043E-2,-6.350517273E-3,1.963885782E-2
3.271310796E0,-1.659023017E-2,5.182921886E-3,-4.430675507E-2,4.759398030E-2
3.276279077E0,7.244721055E-3,7.505208254E-3,1.545238495E-2,1.864377469E-2
3.281235119E0,-7.078312337E-3,-4.341125488E-3,1.769447327E-2,1.954590137E-2
3.286191213E0,9.916722775E-5,7.614642382E-3,3.417396545E-2,3.501217685E-2
3.291147254E0,-7.058344781E-3,1.236948371E-2,2.200889587E-2,2.621480223E-2
3.296103348E0,-2.365835384E-2,-1.862594485E-2,-2.805995941E-2,4.115829017E-2
3.301059390E0,-2.348866686E-2,5.351454020E-3,6.771087646E-4,2.410008314E-2
3.306020900E0,-3.055582568E-2,-1.360389590E-2,2.679824829E-2,4.285872815E-2
3.310976942E0,-1.613759995E-2,-8.696943521E-3,5.193710327E-3,1.905344026E-2
3.315933036E0,1.014684141E-2,-1.103582978E-2,2.777099609E-3,1.524664592E-2
3.320889077E0,2.193446457E-2,-2.055969834E-2,3.843307495E-4,3.006608791E-2
3.325845171E0,-1.631806791E-2,-8.571982384E-3,9.886741638E-3,2.091664128E-2
3.330801213E0,1.461288333E-2,9.403228760E-4,5.057334900E-3,1.549184310E-2
3.335729338E0,1.443418860E-2,1.760256290E-2,-9.241104126E-3,2.456815066E-2
3.340685275E0,1.435489208E-2,-2.058801055E-2,-6.786346436E-3,2.599968467E-2
3.345641213E0,9.423047304E-3,-1.575255394E-2,-9.100914001E-3,2.048812856E-2
3.350597098E0,4.457324743E-3,-3.753572702E-3,2.855300903E-3,6.489206049E-3
3.355553036E0,-2.714551985E-3,-3.706216812E-3,-1.379776001E-2,1.454245567E-2
3.360508973E0,2.100490779E-2,-2.984210849E-2,2.907848358E-2,4.666171662E-2
3.365469181E0,1.369773597E-2,-2.717632055E-2,-1.392459869E-2,3.346751885E-2
3.370425119E0,-1.025488973E-2,3.973692656E-3,-2.568912506E-2,2.794430430E-2
3.375381056E0,-1.019950956E-2,-8.209347725E-4,6.570816040E-4,1.025356940E-2
3.380336942E0,8.778214455E-3,-1.032599807E-2,-2.547836304E-2,2.885879880E-2
3.385292879E0,-1.275787503E-2,-2.212786674E-2,8.659362793E-4,2.555691115E-2
3.390248817E0,-1.020395011E-2,-2.975195646E-3,-8.643150330E-3,1.369950490E-2
3.395195952E0,-7.724374533E-3,-1.721361279E-2,-1.569747925E-2,2.454353850E-2
3.400151942E0,1.606008410E-2,-2.878218889E-3,-1.556301117E-2,2.254812103E-2
3.405107827E0,-6.537064910E-4,3.746756911E-2,-3.681087494E-2,5.252891186E-2
3.410063765E0,-3.383371979E-2,-1.744046807E-2,2.525711060E-2,4.568163917E-2
3.415019702E0,-9.878195822E-3,-5.991756916E-4,1.078987122E-2,1.464100697E-2
3.419975588E0,1.968942583E-3,1.720070839E-3,1.070404053E-2,1.101870511E-2
3.424942358E0,-7.482618093E-3,-1.976126432E-2,3.912544250E-2,4.446681226E-2
3.429898244E0,-2.733021975E-4,-5.379408598E-3,5.543708801E-3,7.729517335E-3
3.434854181E0,-1.926148310E-2,-2.434808016E-2,-1.113128662E-2,3.298089266E-2
3.439810119E0,-2.389123663E-2,6.805419922E-3,-2.529525757E-2,3.545356094E-2
3.444766056E0,-2.615337819E-2,9.088546038E-3,-2.745628357E-2,3.899292714E-2
3.449721942E0,-9.413018823E-3,-2.200904489E-2,-2.484512329E-2,3.450048016E-2
3.454675952E0,-7.066652179E-3,-5.155533552E-3,2.287197113E-2,2.448763285E-2
3.459631890E0,2.539299428E-3,-5.122572184E-3,2.980709076E-2,3.035047688E-2
3.464587827E0,1.203933358E-2,-5.141586065E-3,2.718544006E-2,3.017332616E-2
3.469543713E0,-1.193183661E-2,-1.701146364E-2,-3.919601440E-3,2.114525704E-2
3.474499650E0,2.359680831E-3,-1.207649708E-2,8.621215820E-4,1.233503664E-2
3.479455588E0,-1.197305322E-2,-2.380043268E-3,5.073738098E-2,5.218525116E-2
3.484424025E0,-1.435935870E-2,9.429633617E-3,-4.317283630E-3,1.771293624E-2
3.489379963E0,-1.437452063E-2,1.169055700E-2,-4.278182983E-3,1.901575179E-2
3.494335900E0,-7.184058428E-3,2.108490467E-2,3.139114380E-2,3.849139916E-2
3.499291786E0,-2.143595368E-2,1.852372289E-2,3.350639343E-2,4.387831834E-2
3.504247723E0,-1.413752511E-2,3.738948703E-2,2.344131470E-3,4.004170712E-2
3.509203608E0,-1.392568275E-2,6.160527468E-3,-1.667881012E-2,2.258449570E-2
3.514153400E0,-4.310384393E-3,3.215202689E-2,-2.603816986E-2,4.159709769E-2
3.519109338E0,7.570542395E-3,3.184825182E-2,-2.344322205E-2,4.026423867E-2
3.524065223E0,-2.813373506E-2,1.499602199E-2,7.632255554E-3,3.278168770E-2
3.529021161E0,-3.510638699E-2,1.031628251E-2,3.131484985E-2,4.816122832E-2
3.533977098E0,-1.114286482E-2,-1.657366753E-3,1.442623138E-2,1.830372784E-2
3.538932983E0,-1.348670200E-2,1.022455096E-2,2.429962158E-3,1.709787382E-2
3.543882671E0,-1.338372752E-2,7.780045271E-3,3.337860107E-5,1.548077456E-2
3.548838556E0,-3.708481044E-2,-4.250258207E-3,-1.896667480E-2,4.186982939E-2
3.553794546E0,-2.027922124E-2,-1.142963767E-2,3.345870972E-2,4.075989067E-2
3.558750431E0,-1.161873341E-3,-2.079519629E-2,2.130031586E-2,2.979083071E-2
3.563706369E0,-2.968871221E-2,-1.812741160E-2,1.636600494E-2,3.844305922E-2
3.568662306E0,-9.184181690E-4,-2.519017458E-2,-2.770423889E-3,2.535869941E-2
3.573621786E0,-1.274220273E-2,-8.465260267E-3,4.384994507E-3,1.591391022E-2
3.578577723E0,1.346091181E-2,1.297533512E-2,-2.890777588E-2,3.442695128E-2
3.583533661E0,-3.385081887E-3,-3.824055195E-3,-4.529285431E-2,4.557987307E-2
3.588489546E0,-2.951395139E-2,-3.880769014E-3,-1.402759552E-2,3.290755431E-2
3.593445483E0,-3.273211420E-3,7.891654968E-4,2.410507202E-2,2.433908775E-2
3.598401421E0,1.564809680E-2,-1.118269563E-2,2.530097961E-3,1.939889200E-2
3.603356161E0,1.063052565E-2,-1.109948754E-2,-3.074645996E-2,3.437370360E-2
3.608312098E0,-8.549369872E-3,-3.812372684E-3,-2.811717987E-2,2.963446835E-2
3.613268036E0,1.529890299E-2,-2.746880054E-2,-3.738975525E-2,4.885268911E-2
3.618223921E0,7.961705327E-3,-1.310029626E-2,-3.707122803E-2,4.011586296E-2
3.623179858E0,1.978948712E-2,-1.785519719E-2,-1.123428345E-3,2.667759282E-2
3.628135796E0,6.095468998E-4,-5.889832973E-3,2.026844025E-2,2.111566598E-2
3.633099025E0,-1.135905087E-2,1.795664430E-2,8.219718933E-3,2.278229335E-2
3.638054963E0,2.956159413E-3,-1.778432727E-2,-6.103515625E-3,1.903349883E-2
3.643010848E0,-6.599396467E-3,8.484184742E-3,-1.792907715E-2,2.090419173E-2
3.647966786E0,-1.372694597E-2,-3.500401974E-3,-2.015304565E-2,2.463386102E-2
3.652922671E0,-2.789975703E-2,-8.180379868E-3,-1.048469543E-2,3.090702016E-2
3.657878608E0,-1.822885498E-2,-9.689331055E-4,1.335716248E-2,2.261954409E-2
3.662855431E0,-2.280889079E-2,-1.525008678E-2,2.750110626E-2,3.884741293E-2
3.667811317E0,-8.499108255E-3,-2.471309900E-2,8.273124695E-3,2.741198088E-2
3.672767254E0,-3.708578646E-3,-3.189235926E-3,-2.504920959E-2,2.552229775E-2
3.677723192E0,2.236363292E-2,-1.032432914E-2,-8.209228516E-3,2.596373013E-2
3.682679077E0,1.029089615E-1,-2.700576186E-2,-7.464790344E-2,1.299687463E-1
3.687635015E0,3.070347011E-2,-3.874635696E-2,-2.650928497E-2,5.609568116E-2
3.692558348E0,4.236602038E-2,-1.232758164E-2,1.409721375E-2,4.632041005E-2
3.697514233E0,1.084694862E-1,-3.604191542E-2,-8.103752136E-2,1.401132720E-1
3.702470171E0,8.605094999E-2,-9.724289179E-3,-3.759670258E-2,9.440783780E-2
3.707426056E0,1.209381446E-1,-2.395880222E-2,-5.153274536E-2,1.336251581E-1
3.712381994E0,1.080703735E-1,-3.092139959E-2,-9.623622894E-2,1.479755059E-1
3.717337931E0,9.055876732E-2,-2.344349027E-2,-8.593750000E-2,1.270265385E-1
3.722328765E0,9.681973606E-2,4.971921444E-4,-7.334232330E-2,1.214635949E-1
3.727284650E0,1.030034646E-1,-2.567371726E-2,-9.410762787E-2,1.418629589E-1
3.732240588E0,5.217966437E-2,-1.124328375E-2,-2.918148041E-2,6.083327710E-2
3.737196525E0,-3.132695332E-2,3.145128489E-3,3.044795990E-2,4.379895090E-2
3.742152411E0,-1.677039266E-2,1.728504896E-2,1.356792450E-2,2.764249559E-2
3.747108348E0,-1.193806529E-2,2.903640270E-3,-7.924079895E-3,1.461983488E-2
3.752043921E0,-2.385175228E-2,-1.605758071E-2,-4.824447632E-2,5.616299031E-2
3.756999806E0,-2.854140103E-2,-1.355800033E-2,9.172439575E-3,3.290234936E-2
3.761955744E0,1.199883223E-2,-8.678495884E-3,3.760242462E-2,4.041324787E-2
3.766911681E0,-2.622126415E-2,9.379088879E-4,3.016185760E-2,3.997714373E-2
3.771867567E0,-3.788725659E-2,-1.090589166E-2,2.278137207E-2,4.553431232E-2
3.776823504E0,-1.865158230E-2,-2.502653003E-2,-2.254390717E-2,3.850242171E-2
3.781762723E0,-1.385361701E-2,-1.762422919E-2,1.396179199E-3,2.246075411E-2
3.786718608E0,-3.282552958E-2,-1.273649931E-2,1.385688782E-3,3.523711027E-2
3.791674546E0,-1.120220870E-2,-3.164499998E-3,-3.375053406E-3,1.212000517E-2
3.796630431E0,-3.246448189E-2,-7.900029421E-3,4.654026031E-2,5.729178719E-2
3.801586369E0,-2.747423202E-2,2.306342125E-2,4.377555847E-2,5.659553290E-2
3.806542306E0,-3.574267030E-3,-1.749700308E-2,3.153228760E-2,3.623817963E-2
3.811535483E0,-1.307954639E-2,-1.501175761E-2,2.176952362E-2,2.950151791E-2
3.816491369E0,-1.535419375E-2,6.509274244E-3,-2.117252350E-2,2.695176558E-2
3.821447306E0,-2.476235852E-2,-1.965984702E-2,3.126525879E-2,4.446572153E-2
3.826403244E0,-4.353997111E-2,-7.602632046E-3,2.862930298E-2,5.266085916E-2
3.831359181E0,-1.480028033E-2,1.620504260E-2,-4.865646362E-3,2.247946214E-2
3.836315067E0,-2.879731357E-3,8.932769299E-3,1.418018341E-2,1.700484700E-2
3.841254546E0,-5.238063633E-3,2.785262465E-2,9.312629700E-3,2.983171270E-2
3.846210431E0,-2.828277647E-3,2.291157842E-2,5.199241638E-2,5.688717730E-2
3.851166369E0,-1.466206461E-2,1.576483250E-2,2.779579163E-2,3.515838612E-2
3.856122306E0,-4.780422151E-2,2.520313859E-2,-2.470111847E-2,5.941874319E-2
3.861078192E0,-4.041661695E-2,-1.072725654E-2,-4.349422455E-2,6.033510195E-2
3.866034129E0,-1.408497244E-2,-3.547102213E-3,-7.495880127E-3,1.634492587E-2
3.870990067E0,2.245157957E-4,1.310166717E-2,3.295135498E-2,3.546118843E-2
3.875945952E0,-6.910778582E-3,1.287907362E-2,-2.950668335E-3,1.491093027E-2
3.880901890E0,-4.509016871E-3,2.463921905E-2,1.845455170E-2,3.111258309E-2
3.885857775E0,-2.113287151E-2,-6.380528212E-3,-2.446079254E-2,3.294904809E-2
3.890813713E0,-5.435036123E-2,-3.910094500E-3,-2.900886536E-2,6.173139294E-2
3.895769650E0,-1.589565724E-2,2.224338055E-2,-5.011558533E-3,2.779488471E-2
3.900709858E0,-1.542523503E-3,2.920046449E-2,-2.193450928E-4,2.924200091E-2
3.905665796E0,-1.578711718E-2,-4.233241081E-3,-1.685047150E-2,2.347534427E-2
3.910621733E0,5.638606846E-3,5.190998316E-3,-2.449989319E-3,8.046290968E-3
3.915577619E0,1.495510340E-2,-1.151648164E-2,-1.192855835E-2,2.232879243E-2
3.920533556E0,3.145632148E-2,-9.003877640E-3,-2.370834351E-2,4.040613227E-2
3.925489494E0,1.933683455E-2,1.959326863E-2,1.212024689E-2,3.007839309E-2
3.930444911E0,-9.340167046E-3,1.466935873E-2,7.269859314E-3,1.884886364E-2
3.935400900E0,-1.636860520E-2,-2.600231767E-2,-1.416206360E-2,3.383217116E-2
3.940356786E0,-1.388932765E-2,-2.112209797E-2,4.964828491E-3,2.576249148E-2
3.945312671E0,-9.108170867E-3,-1.142784953E-2,-2.833366394E-2,3.188026088E-2
3.950268608E0,7.514722645E-3,2.429002523E-2,2.784729004E-3,2.557794163E-2
3.955224546E0,-3.301639855E-2,1.219993830E-2,9.889602661E-3,3.656125420E-2
3.960197879E0,-3.757569194E-2,-1.879394054E-2,-2.820110321E-2,5.060086015E-2
3.965153765E0,-4.160448909E-3,-6.848245859E-3,-4.205703735E-3,9.049627085E-3
3.970109702E0,5.706772208E-4,-1.385083795E-2,-1.367568970E-2,1.947295234E-2
3.975065588E0,-2.797448263E-2,-1.612070203E-2,1.494503021E-2,3.557812024E-2
3.980021525E0,7.806040347E-3,-1.844924688E-2,-1.843261719E-2,2.722260739E-2
3.984977463E0,1.485949010E-2,-2.540603280E-2,-4.027366638E-3,2.970674386E-2
3.989943869E0,1.469902694E-2,-2.992883325E-2,2.926349640E-2,4.436382168E-2
3.994899806E0,-2.140484750E-3,-1.783695817E-2,2.891540527E-3,1.819614680E-2
3.999855692E0,-1.405755430E-2,1.383334398E-3,9.991645813E-3,1.730206442E-2
4.004811629E0,1.451012492E-2,-8.089035749E-3,3.128528595E-2,3.542238475E-2
4.009767515E0,2.850636095E-2,-2.946314216E-2,-1.173114777E-2,4.264163679E-2
4.014723452E0,2.821289003E-2,-1.970002055E-2,2.619743347E-3,3.450972368E-2
4.019687358E0,2.321989089E-2,-7.486909628E-3,1.446723938E-2,2.836402941E-2
4.024643244E0,-1.031290740E-2,-2.307593822E-4,1.196861267E-2,1.580053791E-2
4.029599181E0,-1.743277162E-2,-2.161952853E-2,3.324985504E-2,4.332272384E-2
4.034555119E0,-1.492395252E-2,2.203464508E-3,-2.794265747E-4,1.508832972E-2
4.039511004E0,-2.666211873E-2,1.640313864E-2,1.635360718E-2,3.531815398E-2
4.044466942E0,-3.357466310E-2,2.818602324E-2,3.522014618E-2,5.623316286E-2
4.049406108E0,-1.194888353E-2,2.319028974E-2,1.354789734E-2,2.939576293E-2
4.054361994E0,7.149472833E-3,1.833921671E-2,3.243446350E-2,3.793990319E-2
4.059317931E0,-1.194448024E-2,8.803129196E-3,3.652572632E-3,1.528093514E-2
4.064273869E0,-4.510927573E-2,2.062332630E-2,-1.775932312E-2,5.268360183E-2
4.069229806E0,-2.346375957E-2,2.996948361E-2,-1.048469543E-2,3.947970111E-2
4.074185692E0,-2.115543932E-2,3.211075068E-2,-2.940082550E-2,4.840518011E-2
4.079167879E0,-1.866113022E-2,1.047903299E-2,-1.015186310E-2,2.368772336E-2
4.084123817E0,7.617183030E-3,-1.495718956E-3,-1.244163513E-2,1.466468333E-2
4.089079702E0,-3.296261281E-2,1.275932789E-2,-1.708698273E-2,3.925938448E-2
4.094035640E0,-2.797080949E-2,1.272076368E-2,-2.882480621E-2,4.213138338E-2
4.098991577E0,-1.591725647E-2,-8.775264025E-3,1.655101776E-2,2.458252431E-2
4.103947463E0,3.185726702E-3,-3.486868739E-2,1.166343689E-2,3.690541932E-2
4.108888608E0,1.038338989E-2,-1.788222790E-2,-2.882099152E-2,3.547165646E-2
4.113844546E0,7.862813771E-3,1.316463947E-2,-2.382946014E-2,2.833680899E-2
4.118800431E0,2.986408770E-3,5.970269442E-3,-7.003784180E-3,9.675523106E-3
4.123756369E0,-1.847423986E-2,-1.539218426E-2,7.305145264E-3,2.513129566E-2
4.128712254E0,-2.320872620E-2,-1.292404532E-2,-1.413249969E-2,3.008992301E-2
4.133668192E0,-2.077455819E-2,-1.050269604E-2,-4.489231110E-2,5.056884898E-2
4.138626161E0,6.965994835E-4,-1.515078545E-2,5.368232727E-3,1.608879962E-2
4.143582046E0,-4.067093134E-3,-4.826617241E-2,4.808139801E-2,6.824943575E-2
4.148537983E0,-1.596940309E-2,-3.834596276E-2,2.392578125E-2,4.793618366E-2
4.153493921E0,-2.539181709E-2,-2.613368630E-2,-7.155418396E-3,3.713373059E-2
4.158449806E0,-1.811212674E-2,1.274943352E-4,2.410888672E-3,1.827232262E-2
4.163405744E0,-2.031898499E-2,-1.416245103E-2,-1.661205292E-2,2.982275091E-2
4.168358973E0,-1.773184910E-2,7.351666689E-3,-2.597618103E-2,3.229903182E-2
4.173314858E0,-2.709433809E-2,-9.374022484E-3,1.224994659E-2,3.117750223E-2
4.178270796E0,1.557409763E-3,-2.126175165E-2,2.403068542E-2,3.212415681E-2
4.183226733E0,1.542791724E-3,-3.049415350E-2,1.194763184E-2,3.278749015E-2
4.188182671E0,1.572464406E-2,-1.119405031E-2,2.344131470E-3,1.944392310E-2
4.193138556E0,1.070386916E-2,-2.538943291E-2,-1.430130005E-2,3.104389314E-2
4.198107358E0,8.232310414E-3,1.986959577E-2,3.095722198E-2,3.769511061E-2
4.203063244E0,3.351531923E-3,-1.556128263E-3,3.069400787E-2,3.091563392E-2
4.208019181E0,-1.573663950E-2,-2.530896664E-2,6.369686127E-2,7.032407660E-2
4.212975119E0,3.390699625E-3,-1.328185201E-2,1.405715942E-3,1.377971241E-2
4.217931056E0,8.158408105E-3,1.548039913E-2,-1.761817932E-2,2.483148450E-2
4.222886942E0,-1.494809985E-3,2.241611481E-2,-1.034069061E-2,2.473148888E-2
4.227836004E0,-1.812050864E-2,7.785797119E-3,1.826095581E-2,2.687813195E-2
4.232791890E0,-1.330279559E-2,2.856433392E-3,1.336383820E-2,1.907133329E-2
4.237747827E0,-2.037189901E-2,4.979968071E-4,3.463077545E-2,4.018149921E-2
4.242703765E0,-3.680927306E-2,2.833098173E-3,1.296424866E-2,3.912826053E-2
4.247659650E0,-2.223026380E-2,5.071640015E-3,9.841918945E-4,2.282268158E-2
4.252615588E0,-1.737831160E-2,2.166032791E-4,3.355026245E-3,1.770053198E-2
4.257541265E0,8.891932666E-3,-1.885107160E-2,2.708530426E-2,3.417664515E-2
4.262497202E0,1.351167262E-2,-1.403066516E-2,3.874206543E-2,4.336326205E-2
4.267453140E0,-4.129810631E-2,2.679377794E-3,2.416801453E-2,4.792499949E-2
4.272409025E0,-4.811194539E-2,1.449868083E-2,4.963874817E-3,5.049367375E-2
4.277364963E0,4.465140402E-3,9.642899036E-3,-1.408195496E-2,1.764155424E-2
4.282320900E0,-3.121454269E-2,4.801869392E-3,-2.086639404E-3,3.165058750E-2
4.287312879E0,-1.198172569E-2,1.662924886E-2,1.693630219E-2,2.658819287E-2
4.292268817E0,-1.901012659E-2,1.888126135E-2,2.154541016E-2,3.438155962E-2
4.297224702E0,-1.405315101E-2,3.059118986E-2,-1.664257050E-2,3.755378947E-2
4.302180640E0,-2.354843169E-2,-1.005786657E-2,-2.363014221E-2,3.484354942E-2
4.307136525E0,5.068570375E-3,-5.206912756E-3,-2.053260803E-3,7.551041387E-3
4.312092463E0,-9.335838258E-3,-2.824038267E-3,3.122425079E-2,3.271218283E-2
4.317056056E0,-3.066800535E-2,4.315674305E-3,-2.292633057E-3,3.105491528E-2
4.322011994E0,1.944117993E-2,-9.905934334E-3,1.197624207E-2,2.489010619E-2
4.326967879E0,-1.408471167E-2,1.869833469E-2,-9.536743164E-7,2.340954558E-2
4.331923817E0,-3.067919612E-2,1.143154502E-2,-1.425361633E-2,3.570796654E-2
4.336879702E0,-2.092949674E-2,-2.900838852E-3,1.173019409E-4,2.112989492E-2
4.341835640E0,-3.496600688E-2,1.838952303E-3,-2.838802338E-2,4.507641571E-2
4.346782827E0,-8.634418249E-3,-2.199229598E-2,1.223564148E-2,2.660686346E-2
4.351738921E0,7.927604020E-3,-1.706752181E-2,1.213550568E-2,2.239235817E-2
4.356695015E0,-8.830934763E-3,1.159784198E-2,-9.345054626E-3,1.731546688E-2
4.361651108E0,-6.444223225E-3,2.067267895E-3,-2.827453613E-2,2.907320077E-2
4.366607254E0,-6.423190236E-3,2.112194896E-2,-1.616477966E-2,2.736227699E-2
4.371563348E0,3.172196448E-3,1.375842094E-2,-1.773834229E-3,1.423037122E-2
4.376519650E0,-1.586794481E-2,1.704782248E-3,-2.076053619E-2,2.618583239E-2
4.381475744E0,8.086711168E-4,1.835703850E-3,-2.534484863E-2,2.542410490E-2
4.386431838E0,2.447032928E-2,-2.424252033E-2,3.900241852E-2,5.203542503E-2
4.391387931E0,7.553264499E-3,-2.885326743E-2,7.193851471E-2,7.787626561E-2
4.396344077E0,2.607025206E-3,-1.207226515E-2,-4.030609131E-2,4.215586748E-2
4.401300171E0,2.372431755E-2,9.450137615E-3,-5.184745789E-2,5.779539111E-2
4.406230952E0,2.096036822E-2,4.636704922E-3,3.223419189E-3,2.170775206E-2
4.411186994E0,1.592179388E-2,1.654371619E-2,-1.557350159E-3,2.301354830E-2
4.416143140E0,1.565042138E-2,1.890107989E-2,5.071258545E-2,5.633784548E-2
4.421099233E0,1.541104913E-2,-1.212278008E-2,1.703262329E-2,2.597253335E-2
4.426055327E0,3.425165266E-2,-2.555042505E-3,-1.398944855E-2,3.708650189E-2
4.431011421E0,2.445596457E-2,9.308308363E-3,-4.237842560E-2,4.980632253E-2
4.436030588E0,-2.329167351E-2,2.355235815E-2,-3.965282440E-2,5.166780538E-2
4.440986629E0,-1.117499173E-2,2.579918504E-2,1.768684387E-2,3.321600269E-2
4.445942723E0,2.449396998E-2,4.271715879E-3,1.516056061E-2,2.912120739E-2
4.450898817E0,-4.247978330E-3,-4.992783070E-4,5.066680908E-2,5.084702687E-2
4.455854963E0,1.710872352E-2,1.622706652E-2,1.935863495E-2,3.050873408E-2
4.460811056E0,-6.746917963E-3,1.845780015E-2,-9.308815002E-3,2.174546677E-2
4.465724754E0,-3.048102558E-2,-3.136634827E-3,1.690292358E-2,3.499485996E-2
4.470680900E0,-3.495776281E-2,-1.721876860E-2,3.813457489E-2,5.452317832E-2
4.475636994E0,-2.514136583E-2,1.854717731E-2,5.206966400E-2,6.072343840E-2
4.480593088E0,-7.012430578E-2,2.078384161E-2,-1.250362396E-2,7.420058589E-2
4.485549181E0,-5.054115504E-2,2.065217495E-2,-1.477718353E-2,5.656222977E-2
4.490505275E0,-1.457520574E-2,8.618891239E-3,3.998374939E-2,4.342144774E-2
4.495466525E0,-1.218987256E-2,1.410603523E-3,4.677772522E-2,4.836050426E-2
4.500422619E0,-2.402322739E-2,1.799157262E-2,3.451251984E-2,4.573757935E-2
4.505378713E0,-4.288846627E-2,-1.067438722E-2,3.660106659E-2,5.738467702E-2
4.510334806E0,-1.183563471E-2,1.078417897E-2,4.342365265E-2,4.628168509E-2
4.515290900E0,-2.346433699E-3,1.773357391E-2,4.781913757E-2,5.105541414E-2
4.520247046E0,1.192082465E-2,1.039719582E-2,5.217456818E-2,5.451965981E-2
4.525178973E0,9.437873960E-3,5.549758673E-3,3.748798370E-2,3.905409336E-2
4.530135119E0,-2.424418926E-3,2.922341228E-2,-8.325576782E-4,2.933562313E-2
4.535091213E0,-2.144380286E-2,-2.339497209E-2,4.906654358E-2,5.843532407E-2
4.540047306E0,-7.096298039E-3,2.972632647E-3,2.727603912E-2,2.834036522E-2
4.545003400E0,-1.654613391E-2,5.623102188E-4,1.042079926E-2,1.956230552E-2
4.549959494E0,-2.834189683E-2,-9.006649256E-3,2.934169769E-2,4.177700409E-2
4.554901369E0,-6.730087101E-3,-9.045183659E-3,1.247406006E-2,1.681402968E-2
4.559857515E0,-2.341175824E-2,5.273222923E-3,-2.563762665E-2,3.511702157E-2
4.564813608E0,1.479031146E-2,-1.138445735E-2,-2.304935455E-2,2.965858944E-2
4.569769650E0,-1.968525350E-3,-3.014868498E-2,-5.612182617E-2,6.373756876E-2
4.574725796E0,1.224643737E-2,-1.324027777E-3,-2.002429962E-2,2.350959066E-2
4.579681890E0,-4.542924464E-3,-1.555034518E-2,1.523017883E-3,1.627178483E-2
4.584670848E0,1.446633786E-2,-2.018192410E-2,-7.991790771E-3,2.608550769E-2
4.589626942E0,-2.126693353E-2,-1.764839888E-2,2.295780182E-2,3.592783196E-2
4.594583036E0,-1.642565057E-2,-2.936273813E-2,-8.115768433E-3,3.460979752E-2
4.599539129E0,2.038478851E-4,8.777111769E-3,-7.218074799E-2,7.271271983E-2
4.604495275E0,-1.883742958E-2,-1.028406620E-2,-5.732727051E-2,6.121296198E-2
4.609451369E0,5.022861063E-3,-1.731014252E-2,-4.497241974E-2,4.844985763E-2
4.614381108E0,-2.118241414E-2,4.229724407E-3,-3.034496307E-2,3.724784586E-2
4.619337202E0,-3.291625902E-2,-1.949331164E-2,-4.672336578E-2,6.038660627E-2
4.624293296E0,-3.977409005E-2,9.243011475E-3,-1.545619965E-2,4.366125981E-2
4.629249338E0,-6.217785180E-3,9.181857109E-3,-6.521415710E-2,6.615023537E-2
4.634205483E0,-2.755521238E-2,1.144540310E-2,-1.050529480E-1,1.092080989E-1
4.639161577E0,-5.578973144E-2,1.611739397E-2,-5.191707611E-2,7.789510456E-2
4.644142150E0,-1.499949023E-2,-7.782340050E-3,-9.899425507E-2,1.004261523E-1
4.649098296E0,-2.691153437E-2,1.774251461E-3,-1.266746521E-1,1.295138839E-1
4.654054390E0,-3.141672537E-2,4.150480032E-3,-6.623077393E-2,7.342174427E-2
4.659010483E0,-9.805150330E-3,-7.694602013E-3,-5.380439758E-2,5.522916867E-2
4.663966577E0,-9.734138846E-3,-2.899384499E-2,-8.186340332E-2,8.739000692E-2
4.668922671E0,-1.200953126E-2,-2.403700352E-2,-3.841972351E-2,4.688370222E-2
