"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.686428651E1,1.430772245E-3,5.098789930E-3,4.513244629E-1,4.513555312E-1
4.686924239E1,-1.057011634E-2,7.447808981E-3,4.689426422E-1,4.691208788E-1
4.687419838E1,-2.009807527E-2,-2.073526382E-3,5.172958374E-1,5.176902699E-1
4.687915432E1,-1.996397227E-2,-4.415571690E-3,5.011062622E-1,5.015232233E-1
4.688409390E1,1.347932220E-2,2.764016390E-3,4.517946243E-1,4.520041089E-1
4.688904984E1,-1.749423891E-2,2.408394217E-2,4.456558228E-1,4.466488520E-1
4.689400578E1,1.677893102E-3,1.202133298E-2,5.464649200E-1,5.465997042E-1
4.689896166E1,-1.024465263E-2,4.730939865E-3,5.632944107E-1,5.634074261E-1
4.690391760E1,-7.422566414E-4,2.371186018E-2,5.894823074E-1,5.899594851E-1
4.690887359E1,1.351401210E-2,4.631519318E-3,5.916900635E-1,5.918624931E-1
4.691382869E1,8.644618094E-3,-2.619352937E-2,5.867547989E-1,5.874027787E-1
4.691878463E1,-3.396771848E-3,-2.360907197E-2,5.818662643E-1,5.823549398E-1
4.692374057E1,-8.127816021E-3,1.223725080E-2,5.936450958E-1,5.938268363E-1
4.692869651E1,-1.754268259E-2,4.971861839E-3,6.172065735E-1,6.174758453E-1
4.693365244E1,-2.220768109E-2,-2.232998610E-3,6.239423752E-1,6.243414570E-1
4.693860838E1,-5.503289402E-3,2.565085888E-4,6.211147308E-1,6.211391638E-1
4.694356843E1,-7.108002901E-4,-1.395636797E-2,6.088094711E-1,6.089698331E-1
4.694852437E1,2.069710195E-2,-1.144865155E-2,6.441192627E-1,6.445533851E-1
4.695348031E1,1.104592532E-2,-1.835405827E-3,6.648817062E-1,6.649759879E-1
4.695843625E1,1.335157454E-2,7.644653320E-3,6.688442230E-1,6.690211506E-1
4.696339218E1,3.701940179E-3,-1.629081368E-2,6.799049377E-1,6.801101524E-1
4.696834812E1,-8.272051811E-3,-1.857936382E-3,7.098703384E-1,7.099209647E-1
4.697330422E1,-8.263491094E-3,-2.083039284E-2,7.324609756E-1,7.328037059E-1
4.697826015E1,8.400410414E-3,-1.599609852E-2,7.453660965E-1,7.455850454E-1
4.698321609E1,1.078029722E-2,-1.355120540E-2,7.177782059E-1,7.179870492E-1
4.698817203E1,-3.593966365E-3,-3.725785017E-2,6.904201508E-1,6.914340522E-1
4.699312797E1,-2.500180900E-2,2.240356803E-2,6.751661301E-1,6.760002319E-1
4.699808390E1,6.164275110E-3,-8.729398251E-3,7.170543671E-1,7.171339945E-1
4.700305020E1,6.108395755E-3,-1.565995812E-2,7.419548035E-1,7.421451860E-1
4.700800614E1,-2.245729044E-2,-2.258583903E-2,7.096376419E-1,7.103520485E-1
4.701296208E1,-1.042632014E-2,-2.238118649E-2,7.179765701E-1,7.184009889E-1
4.701791796E1,-3.353945911E-3,-5.576312542E-3,6.882410049E-1,6.882717669E-1
4.702287395E1,-1.750707626E-2,1.111564040E-2,7.015094757E-1,7.018159301E-1
4.702782989E1,1.687169075E-3,1.816651225E-2,7.384214401E-1,7.386467978E-1
4.703278484E1,1.111958921E-2,1.325282454E-2,7.322692871E-1,7.324736114E-1
4.703774078E1,3.760129213E-3,1.553422213E-2,7.380456924E-1,7.382187310E-1
4.704269672E1,-1.533637196E-2,8.213937283E-3,7.152700424E-1,7.154815907E-1
4.704765265E1,6.191082299E-3,1.291310787E-2,7.116832733E-1,7.118273382E-1
4.705260859E1,1.568712294E-2,3.293156624E-3,6.914997101E-1,6.916854630E-1
4.705756453E1,-3.401130438E-3,2.225959301E-2,6.881132126E-1,6.884815542E-1
4.706251229E1,-1.525501162E-2,3.005146980E-3,7.370195389E-1,7.371835233E-1
4.706746823E1,1.520738006E-3,-1.608857512E-2,7.783908844E-1,7.785586194E-1
4.707242416E1,-1.277797669E-2,1.491686702E-2,7.172679901E-1,7.175368696E-1
4.707738010E1,-1.505415142E-2,3.624296188E-2,7.279167175E-1,7.289738867E-1
4.708233604E1,-1.488178223E-2,-2.119049430E-2,7.194814682E-1,7.199472811E-1
4.708729198E1,-1.946573704E-2,-1.400521398E-2,7.324953079E-1,7.328877384E-1
4.709226645E1,-2.883868665E-2,2.996921539E-4,7.311458588E-1,7.317144432E-1
4.709722239E1,-2.393561602E-2,2.055168152E-4,7.155561447E-1,7.159563899E-1
4.710217833E1,1.658668369E-2,4.890263081E-3,6.882171631E-1,6.884343805E-1
4.710713427E1,4.589445889E-3,9.481936693E-3,7.276229858E-1,7.276992371E-1
4.711209020E1,-1.910286397E-2,-7.155001163E-3,7.001762390E-1,7.004733251E-1
4.711704614E1,-7.046006620E-3,-2.133196592E-2,6.349515915E-1,6.353488983E-1
4.712201057E1,2.479217947E-3,-1.887050271E-2,5.892810822E-1,5.895883616E-1
4.712696651E1,1.905428618E-2,-1.170596480E-2,5.558700562E-1,5.563197055E-1
4.713192244E1,-7.299467921E-3,-2.197802067E-3,5.749979019E-1,5.750484325E-1
4.713687833E1,-2.158185467E-2,-3.542011976E-2,5.607032776E-1,5.622352949E-1
4.714183432E1,-1.670992374E-2,-4.215374589E-2,5.797824860E-1,5.815529992E-1
4.714679026E1,1.425100863E-2,3.322005272E-3,5.702009201E-1,5.703886537E-1
4.715172020E1,4.028055072E-2,-2.994614840E-2,4.894304276E-1,4.919973963E-1
4.715667614E1,6.595939398E-3,-5.787938833E-3,4.378347397E-1,4.379226712E-1
4.716163208E1,-1.727988571E-2,3.888785839E-3,4.864425659E-1,4.867649197E-1
4.716658802E1,-1.244776696E-2,-2.225756645E-2,5.108957291E-1,5.115318095E-1
4.717154395E1,-4.462674260E-4,1.117488742E-2,5.042629242E-1,5.043869288E-1
4.717649989E1,-2.877265215E-3,3.247785568E-2,4.216670990E-1,4.229257998E-1
4.718146010E1,-2.434698492E-2,6.119936705E-3,3.587646484E-1,3.596419084E-1
4.718641604E1,-2.966307104E-3,-1.122146845E-3,3.724079132E-1,3.724214172E-1
4.719137198E1,4.172727466E-3,2.741131186E-2,3.693037033E-1,3.703431071E-1
4.719632791E1,-1.968178153E-2,2.954825759E-2,3.923578262E-1,3.939608304E-1
4.720128385E1,-5.518198013E-4,1.735982299E-2,3.772144318E-1,3.776140827E-1
4.720623979E1,-2.935081720E-3,-1.842755079E-2,3.550672531E-1,3.555572297E-1
4.721117770E1,1.751579344E-3,7.469952106E-4,2.855930328E-1,2.855993810E-1
4.721613369E1,1.117598265E-2,2.221962810E-2,2.737064362E-1,2.748341821E-1
4.722108963E1,-3.178864717E-3,2.909603715E-2,3.308172226E-1,3.321094990E-1
4.722604552E1,3.969594836E-3,-4.414945841E-3,3.114328384E-1,3.114894256E-1
4.723100145E1,-1.515579224E-2,5.140602589E-3,3.349676132E-1,3.353497066E-1
4.723595739E1,-1.268724352E-2,-1.853159070E-2,3.131666183E-1,3.139708854E-1
4.724095786E1,1.638099551E-3,-1.827755570E-2,2.820463181E-1,2.826426683E-1
4.724591380E1,1.109201461E-2,-8.661031723E-3,2.654447556E-1,2.658175399E-1
4.725086974E1,-2.218557522E-2,5.654245615E-3,2.180967331E-1,2.192951327E-1
4.725582567E1,-1.479657739E-2,3.275305033E-3,2.400321960E-1,2.405101276E-1
4.726078161E1,-1.462570578E-2,-1.107057929E-2,2.831697464E-1,2.837632363E-1
4.726573750E1,-1.459451765E-2,-2.524191141E-2,2.428035736E-1,2.445480104E-1
4.727065906E1,6.794713438E-3,-5.956768990E-3,2.740345001E-1,2.741834395E-1
4.727561494E1,-2.180170640E-2,-5.863130093E-3,2.408666611E-1,2.419223824E-1
4.728057088E1,-1.452293992E-2,-2.963596582E-2,2.459897995E-1,2.481938511E-1
4.728552682E1,2.589529008E-2,-5.726933479E-3,2.605733871E-1,2.619195562E-1
4.729048276E1,-7.638826966E-3,-3.894755244E-2,2.750320435E-1,2.778810689E-1
4.729543869E1,-4.493966699E-4,-5.048495531E-2,2.584857941E-1,2.633701547E-1
4.730041958E1,-1.478631794E-2,-4.967719316E-3,2.444572449E-1,2.449543998E-1
4.730537552E1,6.683334708E-3,-1.678735018E-2,1.568994522E-1,1.579364435E-1
4.731033145E1,-2.879194915E-3,-3.093919158E-2,1.532182693E-1,1.563373321E-1
4.731528734E1,-2.891160548E-3,-2.602300048E-2,1.661996841E-1,1.682494885E-1
4.732024328E1,-2.929210663E-3,-1.625970006E-2,2.218255997E-1,2.224400027E-1
4.732519927E1,4.212029278E-3,-2.798458934E-2,2.080974579E-1,2.100129291E-1
4.733013494E1,2.324973792E-2,8.276700974E-4,2.063598633E-1,2.076671099E-1
4.733509083E1,-1.012891531E-2,7.992148399E-3,1.951360703E-1,1.955621519E-1
4.734004677E1,6.520785391E-3,-8.741080761E-3,2.006378174E-1,2.009339715E-1
4.734500270E1,1.593260467E-2,1.736986637E-2,1.894683838E-1,1.909288574E-1
4.734995864E1,-1.519932598E-2,1.249086857E-2,1.356277466E-1,1.370471705E-1
4.735491458E1,2.754107118E-2,4.437565804E-4,9.174156189E-2,9.578737756E-2
4.735986333E1,3.429624438E-2,7.500737906E-3,1.408681870E-1,1.451769250E-1
4.736481927E1,5.360566080E-3,1.226094365E-2,1.563215256E-1,1.568932305E-1
4.736977520E1,-3.518673778E-2,2.397108078E-2,1.835289001E-1,1.884026975E-1
4.737473109E1,-8.851066232E-3,1.434084773E-2,1.938743591E-1,1.946054172E-1
4.737968703E1,-2.544081956E-2,4.039660096E-2,1.780042648E-1,1.842949781E-1
4.738464297E1,9.760931134E-4,-2.682626247E-3,1.598911285E-1,1.599166102E-1
4.738962536E1,1.102328300E-1,-2.396738529E-2,5.165672302E-2,1.240730809E-1
4.739458125E1,8.311721683E-2,-4.718303680E-3,4.884910583E-2,9.652444904E-2
4.739953718E1,8.689306676E-3,9.536772966E-3,1.363401413E-1,1.369492177E-1
4.740449312E1,1.178005412E-1,-7.209360600E-3,4.731178284E-2,1.271508836E-1
4.740944911E1,1.096286997E-1,2.314925194E-3,1.039323807E-1,1.510819329E-1
4.741440500E1,6.360018998E-2,4.715561867E-3,1.149415970E-1,1.314488167E-1
4.741933489E1,9.148094058E-2,-4.890054464E-3,5.697536469E-2,1.078835822E-1
4.742429083E1,1.120636761E-1,-1.436206698E-2,2.086830139E-2,1.148913507E-1
4.742924677E1,1.159862801E-1,-1.657399535E-2,3.256893158E-2,1.216069480E-1
4.743420270E1,1.102639437E-1,-3.545129299E-2,6.555557251E-2,1.330881833E-1
4.743915864E1,3.569488227E-2,-4.229217768E-3,1.790332794E-1,1.826059310E-1
4.744411458E1,-1.447112858E-2,2.922505140E-3,2.226762772E-1,2.231651384E-1
4.744909937E1,-3.338982910E-2,-1.144886017E-2,1.424322128E-1,1.467409021E-1
4.745405531E1,1.670855284E-2,-3.995239735E-2,1.198711395E-1,1.274537559E-1
4.745901119E1,-9.542591870E-3,5.477786064E-3,1.260004044E-1,1.264799158E-1
4.746396718E1,1.660550386E-2,-6.401091814E-3,1.558313370E-1,1.568442613E-1
4.746892312E1,-1.455984265E-2,8.783936501E-4,2.590522766E-1,2.594626035E-1
4.747387906E1,-5.493374914E-2,-1.811754704E-2,2.568931580E-1,2.633250024E-1
4.747883687E1,-2.845876664E-2,-1.082378626E-2,2.214937210E-1,2.235766629E-1
4.748379281E1,1.210014522E-2,5.884557962E-3,1.745138168E-1,1.750317508E-1
4.748874875E1,7.130712271E-3,1.156508923E-3,1.445512772E-1,1.447316700E-1
4.749370463E1,-3.329382092E-2,-2.021583915E-2,8.158111572E-2,9.040263882E-2
4.749866057E1,-1.401805878E-2,1.551967859E-2,1.355419159E-1,1.371458252E-1
4.750361651E1,1.454660296E-2,1.767176390E-2,2.056837082E-1,2.069533346E-1
4.750857062E1,2.436526120E-3,-1.408994198E-3,2.229719162E-1,2.229896799E-1
4.751352656E1,-2.382975072E-2,-1.795440912E-2,2.139844894E-1,2.160545754E-1
4.751848250E1,7.271140814E-3,1.161307096E-3,1.718196869E-1,1.719773907E-1
4.752343838E1,-1.895523071E-2,3.461301327E-3,5.398941040E-2,5.732484465E-2
4.752839432E1,-9.358838201E-3,3.422021866E-3,1.553153992E-2,1.845336875E-2
4.753335026E1,9.770095348E-3,-3.660768270E-3,8.428955078E-2,8.493282262E-2
4.753831276E1,-1.401744038E-2,3.568321466E-3,1.548490524E-1,1.555231513E-1
4.754326869E1,-3.537180647E-2,-5.891174078E-3,2.010669708E-1,2.042395588E-1
4.754822463E1,-2.094149590E-2,3.649383783E-3,1.471319199E-1,1.486595644E-1
4.755318057E1,2.928450704E-3,1.259922981E-3,7.701492310E-2,7.708087706E-2
4.755813645E1,-2.563601732E-2,-1.192241907E-3,4.549407959E-2,5.223349598E-2
4.756309239E1,5.477383733E-3,3.530979156E-3,1.045055389E-1,1.047085346E-1
4.756805593E1,-2.788965404E-2,-1.070681214E-2,1.677722931E-1,1.704112994E-1
4.757301187E1,-5.147385225E-2,-1.057326794E-2,1.830005646E-1,1.903957933E-1
4.757796781E1,-1.779720187E-2,8.508980274E-3,1.505947113E-1,1.518812372E-1
4.758292375E1,-1.768378913E-2,-1.289719343E-2,1.469621658E-1,1.485830818E-1
4.758787968E1,-5.748890340E-3,2.518057823E-2,1.029815674E-1,1.061711565E-1
4.759283557E1,-1.048823446E-2,3.921353817E-2,1.496343613E-1,1.550424029E-1
4.759778593E1,-2.466132492E-2,-6.259113550E-3,1.483879089E-1,1.505534090E-1
4.760274182E1,-1.263939589E-2,-6.190240383E-3,1.614046097E-1,1.620170406E-1
4.760769776E1,-2.452576905E-2,-3.829807043E-3,1.363086700E-1,1.385504756E-1
4.761265369E1,8.849762380E-3,-8.615642786E-3,7.103633881E-2,7.210207366E-2
4.761760963E1,6.423376501E-3,-1.095819473E-2,1.179580688E-1,1.186399924E-1
4.762256552E1,8.739374578E-3,3.375411034E-3,1.597347260E-1,1.600092271E-1
4.762751885E1,1.330362260E-2,2.946683764E-2,2.035398483E-1,2.060916077E-1
4.763247474E1,-1.297564059E-2,5.483329296E-3,2.255983353E-1,2.260377027E-1
4.763743067E1,-5.748189986E-3,-1.592525840E-2,1.524515152E-1,1.533887872E-1
4.764238661E1,-1.045737416E-2,1.035508513E-2,1.131715775E-1,1.141244514E-1
4.764734255E1,-5.650281906E-3,2.685850859E-2,1.241083145E-1,1.271069585E-1
4.765229843E1,-3.643713892E-2,-6.744176149E-3,1.990957260E-1,2.025148319E-1
4.765725901E1,-5.265183747E-3,-2.332624793E-2,2.330703735E-1,2.342939074E-1
4.766221489E1,-1.235903054E-2,1.008799672E-2,2.430086136E-1,2.435317219E-1
4.766717088E1,-1.696033031E-2,7.645636797E-3,1.887207031E-1,1.896354723E-1
4.767212677E1,-4.949875176E-3,-9.084999561E-3,1.063814163E-1,1.068833206E-1
4.767708270E1,-4.972577095E-3,1.238778234E-2,1.696348190E-1,1.701592063E-1
4.768203864E1,-2.405349910E-2,1.462170482E-2,2.561187744E-1,2.576610015E-1
4.768703994E1,-6.430302560E-2,7.251113653E-3,2.326107025E-1,2.414439825E-1
4.769199583E1,-3.280937299E-2,1.900222898E-2,2.021684647E-1,2.056930426E-1
4.769695177E1,-1.599762589E-2,4.663079977E-3,1.767263412E-1,1.775101914E-1
4.770190765E1,-2.305237204E-2,3.328594565E-2,1.894998550E-1,1.937770913E-1
4.770686359E1,-1.429751515E-3,1.885500550E-2,1.689119339E-1,1.699670463E-1
4.771181948E1,-1.338726282E-2,-1.694563031E-2,2.031383514E-1,2.042830463E-1
4.771672718E1,-1.582445204E-2,-3.109547496E-2,2.014484406E-1,2.044475875E-1
4.772168307E1,-2.047996223E-2,-7.091432810E-3,1.807661057E-1,1.820607103E-1
4.772663901E1,-6.116285920E-3,2.624988556E-3,1.554975510E-1,1.556399302E-1
4.773159494E1,-1.403480768E-3,9.718775749E-3,1.827096939E-1,1.829733768E-1
4.773655088E1,-1.341547072E-2,-9.488195181E-3,1.906957626E-1,1.914023892E-1
4.774150677E1,2.223757654E-2,-4.264938831E-2,1.629762650E-1,1.699256987E-1
4.774645932E1,-4.137590528E-3,2.885252237E-3,1.449871063E-1,1.450748267E-1
4.775141520E1,-4.245348275E-3,2.898070216E-2,9.151935577E-2,9.609212539E-2
4.775637114E1,-3.990202397E-2,-2.356183529E-2,1.073875427E-1,1.169590353E-1
4.776132708E1,-6.288990378E-3,-6.664663553E-3,1.658763885E-1,1.661293033E-1
4.776628302E1,5.637608469E-3,5.615651608E-4,2.048768997E-1,2.049552196E-1
4.777123895E1,-2.051729709E-2,1.247888803E-2,1.485300064E-1,1.504587815E-1
4.777618593E1,-2.038133144E-2,2.432501316E-2,5.939483643E-2,6.734130627E-2
4.778114182E1,8.258603513E-3,4.952549934E-4,4.464149475E-2,4.540168348E-2
4.778609776E1,1.282373816E-2,1.959550381E-2,1.250333786E-1,1.272076169E-1
4.779105369E1,7.776021957E-4,1.472574472E-2,2.095088959E-1,2.100272117E-1
4.779600963E1,-1.108609885E-2,-3.529399633E-2,1.317462921E-1,1.368417087E-1
4.780096552E1,-2.287616581E-2,-2.075785398E-2,1.377754211E-1,1.411958715E-1
4.780593640E1,3.407619894E-3,-1.827538013E-2,1.485090256E-1,1.496680730E-1
4.781089234E1,5.636312068E-3,-1.575827599E-2,1.116399765E-1,1.128874467E-1
4.781584828E1,1.019416004E-2,-1.563769579E-2,9.408283234E-2,9.591682735E-2
4.782080416E1,3.631488979E-2,-1.292467117E-3,1.503124237E-1,1.546423823E-1
4.782576010E1,5.091354251E-3,1.083821058E-3,1.609392166E-1,1.610233772E-1
4.783071599E1,-3.056493402E-2,-3.216543794E-2,2.047319412E-1,2.094850791E-1
4.783567041E1,-8.964225650E-3,-2.254518867E-2,2.125358582E-1,2.139161842E-1
4.784062630E1,-2.558249235E-2,-4.358085990E-2,1.228628159E-1,1.328496398E-1
4.784558224E1,-4.206228256E-2,-3.599035740E-2,9.095287323E-2,1.064751924E-1
4.785053817E1,-3.737024963E-3,9.433805943E-3,1.068258286E-1,1.073066619E-1
4.785549411E1,3.436133265E-3,-1.429876685E-2,2.199563980E-1,2.204474513E-1
4.786045000E1,-2.268398553E-2,-3.305393457E-2,2.489986420E-1,2.522051734E-1
4.786540500E1,-2.245045453E-2,-4.938948154E-2,1.994123459E-1,2.066606578E-1
4.787036088E1,2.040168643E-2,-2.294048667E-2,1.359910965E-1,1.394133174E-1
4.787531687E1,3.433334827E-2,-1.798021793E-2,1.277313232E-1,1.334816766E-1
4.788027276E1,1.503434032E-2,-3.670603037E-2,1.931762695E-1,1.972065799E-1
4.788522869E1,-1.844184846E-2,-2.676913142E-2,1.963129044E-1,1.989860412E-1
4.789018463E1,-3.266008571E-2,-1.453992724E-2,1.210308075E-1,1.262004241E-1
4.789513989E1,-2.775427327E-2,2.592653036E-2,1.247768402E-1,1.304290785E-1
4.790009578E1,-3.943838179E-2,-2.647811174E-2,1.213588715E-1,1.303244108E-1
4.790505172E1,-4.635634273E-2,-1.184764504E-2,1.678524017E-1,1.745385515E-1
4.791000765E1,-1.051142067E-2,-2.285391092E-3,1.878366470E-1,1.881444098E-1
4.791496359E1,-1.767172664E-2,4.540124536E-2,1.815147400E-1,1.879392557E-1
4.791991953E1,-8.111976087E-3,5.224990845E-2,1.372394562E-1,1.470731975E-1
4.792487718E1,-2.945689857E-2,1.385042071E-2,6.007671356E-2,6.832828506E-2
4.792983312E1,-2.932895720E-2,1.618313789E-2,5.007266998E-2,6.024411973E-2
4.793478901E1,-1.966954768E-2,1.368910074E-2,1.042919159E-1,1.070097486E-1
4.793974494E1,-1.713617146E-2,1.610675454E-2,2.198181152E-1,2.210725666E-1
4.794470088E1,-4.081057757E-2,8.946388960E-3,1.942272186E-1,1.986699614E-1
4.794965677E1,-3.575336561E-2,4.081875086E-3,6.670665741E-2,7.579408288E-2
4.795461427E1,-2.231873572E-3,8.760035038E-3,4.388809204E-3,1.004893625E-2
4.795957015E1,1.438026875E-2,1.107969880E-2,1.041240692E-1,1.056947191E-1
4.796452609E1,-7.125481963E-3,-8.055835962E-3,1.721487045E-1,1.724843339E-1
4.796948203E1,-2.290695906E-3,2.061784267E-2,1.588315964E-1,1.601805816E-1
4.797443796E1,3.327297419E-2,-3.414684534E-2,1.836376190E-1,1.897257836E-1
4.797939385E1,-1.924432069E-2,-2.445480227E-2,1.298494339E-1,1.335262398E-1
4.798434651E1,4.693225026E-3,-3.368055820E-2,-6.641387939E-3,3.464844002E-2
4.798930244E1,2.594038844E-2,-2.388015389E-2,2.904701233E-2,4.568253964E-2
4.799425838E1,1.149280369E-2,-2.368122339E-3,1.072006226E-1,1.078409292E-1
4.799921427E1,1.619654894E-2,-2.382272482E-2,1.823272705E-1,1.845889595E-1
4.800417020E1,3.737699240E-2,-2.199113369E-3,1.784305573E-1,1.823165912E-1
4.800912609E1,3.705816716E-2,-1.868084073E-2,5.103492737E-2,6.577876082E-2
4.801408635E1,4.145882279E-2,-1.146399975E-2,-3.015518188E-2,5.253182151E-2
4.801904229E1,3.618493676E-2,1.704394817E-2,4.611968994E-2,6.104810905E-2
4.802399822E1,-6.882369518E-3,2.178153396E-2,1.169958115E-1,1.192049585E-1
4.802895411E1,-1.395771652E-2,1.926928759E-2,1.706562042E-1,1.723068871E-1
4.803391005E1,-2.807532623E-2,1.920980215E-2,9.558773041E-2,1.014606064E-1
4.803886599E1,7.643498480E-3,-1.175907254E-2,4.015159607E-2,4.253057163E-2
4.804382020E1,3.124158084E-2,-1.155975461E-2,9.445095062E-2,1.001531146E-1
4.804877609E1,1.895911247E-2,1.462829113E-2,1.459283829E-1,1.478801128E-1
4.805373203E1,-1.219864190E-2,1.214778423E-2,1.399612427E-1,1.410160451E-1
4.805868797E1,-3.113404661E-2,1.200735569E-2,1.530494690E-1,1.566449661E-1
4.806364390E1,-2.386578918E-2,1.198005676E-2,1.232662201E-1,1.261255671E-1
4.806859979E1,2.400778234E-3,-7.023185492E-3,4.859352112E-2,4.915708662E-2
4.807355541E1,4.780665040E-3,-1.893761754E-2,6.719684601E-2,6.997788386E-2
4.807851130E1,2.136727422E-2,-4.014346004E-2,1.379022598E-1,1.452070627E-1
4.808346724E1,2.036601305E-3,-3.515219688E-2,1.248817444E-1,1.297508180E-1
4.808842317E1,-1.478287578E-2,-6.252110004E-3,5.019664764E-2,5.270033900E-2
4.809337911E1,-4.697069526E-4,1.282146573E-2,1.414489746E-2,1.909682519E-2
4.809833500E1,1.613018662E-2,7.980197668E-3,1.066732407E-1,1.081806209E-1
4.810326583E1,3.258940578E-2,-3.891319036E-3,1.437892914E-1,1.474875318E-1
4.810822177E1,1.095227152E-2,2.704143524E-2,4.519367218E-2,5.379274558E-2
4.811317770E1,-2.958387509E-2,7.434353232E-2,3.531551361E-2,8.746057378E-2
4.811813364E1,-1.749496907E-2,2.625831962E-2,8.015441895E-2,8.614118741E-2
4.812308953E1,-3.881895915E-2,-4.853516817E-3,1.008672714E-1,1.081881447E-1
4.812804546E1,-2.952359617E-3,-4.740238190E-3,1.356573105E-1,1.357722069E-1
4.813301302E1,-2.937674522E-3,4.791080952E-3,8.939170837E-2,8.956819700E-2
4.813796890E1,-5.299888551E-3,9.548038244E-3,1.337804794E-1,1.342254467E-1
4.814292484E1,-1.242144406E-2,-1.421311498E-2,8.040142059E-2,8.258748902E-2
4.814788078E1,1.870736480E-3,4.899084568E-3,8.685874939E-2,8.701691232E-2
4.815283672E1,-7.740788162E-3,7.279366255E-3,1.502742767E-1,1.506494846E-1
4.815779260E1,-1.718833297E-2,7.208347321E-3,1.656513214E-1,1.666966087E-1
4.816276479E1,-1.710988581E-2,1.890313625E-2,6.925487518E-2,7.379914965E-2
4.816772067E1,-2.888411656E-2,2.116701007E-2,9.955787659E-2,1.058021989E-1
4.817267661E1,-1.914610714E-2,-4.788327217E-2,1.414871216E-1,1.505921205E-1
4.817763255E1,-2.623245120E-2,-9.430527687E-3,8.804512024E-2,9.235269106E-2
4.818258849E1,-1.669199765E-2,-2.121150494E-2,3.267478943E-2,4.238151238E-2
4.818754437E1,-1.913419366E-2,5.085825920E-3,7.278919220E-2,7.543374241E-2
4.819247078E1,-1.895425469E-2,1.685473323E-2,1.624565125E-1,1.644246461E-1
4.819742672E1,-4.488113895E-2,1.181292534E-2,8.984279633E-2,1.011216589E-1
4.820238265E1,-2.554324269E-2,2.120676637E-2,6.771469116E-2,7.541527422E-2
4.820733859E1,-1.108326018E-2,-4.972010851E-3,1.407861710E-1,1.413092548E-1
4.821229453E1,-2.773648873E-2,-2.391818166E-2,1.277341843E-1,1.328812028E-1
4.821725041E1,-2.055282146E-2,-4.809617996E-3,6.016063690E-2,6.375620070E-2
4.822221625E1,-2.746197954E-2,-3.334245086E-2,6.916522980E-2,8.154574399E-2
4.822717218E1,1.565410942E-2,-1.401415467E-2,1.065940857E-1,1.086450495E-1
4.823212812E1,2.261868119E-2,-2.338305116E-2,-5.945205688E-3,3.307139687E-2
4.823708406E1,5.795322359E-3,-1.593261957E-2,6.536483765E-2,6.752774340E-2
4.824203994E1,3.394626081E-3,-1.815870404E-2,1.622161865E-1,1.632646722E-1
4.824699588E1,2.706085145E-2,-6.550145149E-2,6.346797943E-2,9.513629298E-2
4.825199885E1,-4.192918539E-3,-1.041445136E-2,-1.318492889E-1,1.323264008E-1
4.825695479E1,2.931989729E-3,2.283528447E-2,-1.046152115E-1,1.071185757E-1
4.826191067E1,-1.738891006E-3,2.031463385E-2,-4.673290253E-2,5.098698137E-2
4.826686661E1,5.392320454E-3,8.313298225E-3,-1.071262360E-2,1.459274997E-2
4.827182255E1,-1.607161760E-2,2.494665980E-2,6.776714325E-2,7.397985153E-2
4.827677843E1,6.251782179E-4,-1.557168365E-2,4.581928253E-2,4.839705395E-2
4.828170812E1,1.723637432E-2,-3.434461355E-2,2.405261993E-2,4.533402260E-2
4.828666401E1,-6.694242358E-3,-3.638947010E-2,-4.741573334E-2,6.014364624E-2
4.829161994E1,-9.216129780E-3,-5.159288645E-3,-5.652236938E-2,5.750072650E-2
4.829657588E1,2.408156544E-2,2.100405097E-2,3.337860107E-3,3.212838716E-2
4.830153182E1,-1.894971728E-2,3.032174706E-2,3.656864166E-2,5.114455673E-2
4.830648770E1,-4.971043393E-2,-2.455088496E-2,9.802818298E-2,1.126205925E-1
4.831141046E1,-2.319916338E-2,1.605466008E-2,9.958648682E-2,1.035056600E-1
4.831636640E1,1.496989280E-2,1.836913824E-2,2.748775482E-2,3.629186679E-2
4.832132234E1,5.276234448E-2,-6.870329380E-4,-3.450965881E-2,6.304961190E-2
4.832627828E1,4.779040813E-3,1.593613625E-2,-5.714416504E-3,1.759131108E-2
4.833123416E1,2.381786704E-3,1.341748238E-2,4.897022247E-2,5.083093970E-2
4.833619010E1,-3.319574520E-2,1.569858193E-2,1.126995087E-1,1.185309336E-1
4.834116067E1,-4.952718690E-2,2.288016677E-2,1.901445389E-1,1.978165563E-1
4.834611656E1,-2.304695547E-2,1.331657171E-2,5.790042877E-2,6.372560624E-2
4.835107250E1,1.514757425E-2,2.504417300E-2,-3.997802734E-2,4.954697041E-2
4.835602843E1,1.263716072E-2,1.543480158E-2,-1.351833344E-2,2.409722535E-2
4.836098437E1,-6.595663726E-3,-1.793342829E-2,-1.815700531E-2,2.635882152E-2
4.836594026E1,-4.223843664E-2,-2.721267939E-2,4.375553131E-2,6.662703632E-2
4.837088260E1,-2.057361603E-2,-1.265898347E-2,1.241559982E-1,1.264841312E-1
4.837583849E1,-1.336698979E-2,-2.447000146E-2,5.185794830E-2,5.887872442E-2
4.838079442E1,4.363784939E-2,2.074623108E-2,-8.296966553E-4,4.832552535E-2
4.838575036E1,2.852141857E-3,1.818746328E-2,-1.032352448E-2,2.110672148E-2
